Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Comments
Plate11-Green-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YER037W	PHM8		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR406C	RPL31B		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR048W	CSM3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPL183W-A		GON5	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIR044C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOL152W	FRE7		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YCR067C	SED4		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YER027C	GAL83	SPM1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR394W	CST9	ZIP3	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YML086C	ALO1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPL183C	RTT10		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIR043C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOL151W	GRE2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YCR061W		YCR062W	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR074W	TPS2	PFK3;HOG2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR382C	NAM2	MSL1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YML076C	WAR1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPL148C	PPT2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIR032C	DAL3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YCR060W	TAH1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YDR071C	PAA1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR370C	ARC18		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YML075C	HMG1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR364W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIR030C	DCG1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL315C	ATP11		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-A	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBR191W	RPL21A	URP1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR358C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YML042W	CAT2	YCAT	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR198W	CIK1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIL092W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL140C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR270C	VPH1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YCR089W	FIG2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR346C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YML041C	VPS71	SWC6	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR173W	DDR48	FSP	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIL058W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR322C	SNO4	HSP34	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR269W	PAC1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YCR088W	ABP1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR334C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YML038C	YMD8		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR160W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIL030C	SSM4	KIS3;DOA10	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR191W	SPG5		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR268C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YCR084C	TUP1	UMR7;SFL2;ROX4;FLK1;CYC9;CRT4;AMM1;AER2;AAR1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR246W	ERF2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YML036W	CGI121		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR139W	RIM11	MDS1;GSK3	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YHR132W-A			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR106W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR267C	HRK1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YCR083W	TRX3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR237W	THI7	THI10	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBR288C	APM3	YKS6	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR138W	CIN4	UGX1;GTP1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGR295C	COS6		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKL053C-A	MDM35		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR266W	PNT1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YCR075C	ERS1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR192C	HCR1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YML027W	YOX1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR137C	PSO2	SNM1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPL224C	MMT2	MFT2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YJR055W	HIT1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Green-B	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR265W	RBL2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL050C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR014W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR029C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR042W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL135C	FPR1	RBP1;FKB1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL098C	RAS2	TSL7;GLC5;CYR3;CTN5	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIL099W	SGA1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL049C	SFB2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR013C	PHO91		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR028W	CPR8		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIL124W	AYR1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL136W	EAF7		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL101W	AVT4		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YIL098C	FMC1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL046W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR012W	URK1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR027W	BUD17		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR041C	COQ2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL141W	AAH1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL108C		HUF	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL054W	VAC7		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL045W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR010W	CSE2	MED9	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR025C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR040W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL143C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL116W	DMA2	CHF2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL058C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL044W	YIP3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR009W	NRM1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR024W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR039C	ZRG17		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate11-Red-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL144C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
