Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Comments
Plate15-Red-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL082W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL229C	URE2	[URE3]	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR051W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL248W	PDE1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL259W	YPS5		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPR002W	PDH1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL046W	PSY4		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL081W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL233W	BNI4		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR050W	TRK2	RPD2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL246C	RAI1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL258W	VEL1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPR001W	CIT3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL080W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL235C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR049C	FMP46		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL257C	MNT2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPL001W	HAT1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL045C	COR1	QCR1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL241C	ZWF1	POS10;MET19	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR048C	NAP1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL244W	RTF1	CSL3	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL256W	ADH4	ZRG5;NRC465	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPL002C	SNF8	VPS22	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL044W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL079W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL090W	LIF1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR047W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-A	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL255W	ZRT1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGR004W	PEX31		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPR114W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL054W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL089C	MF(ALPHA)2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL215W	IES2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR059W	TIF1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL254W	FZF1	SUL1;RSU1;NRC299	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGR003W	CUL3	CULB	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPR111W	DBF20		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL053W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL087C	MMS2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL217W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR058W	GLG1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL253W	HXK2	SCI2;HKB;HEX1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGR001C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPR109W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL052C	SAS3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL086W	MAD1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL218W	MGS1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR057W	RPS21A	RPS25	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL252C	RTG2		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL263W	COS12		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPR106W	ISR1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL051C	PIN4	MDT1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL085W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL224C	SQS1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR056W	TRM2	RNC1;NUD1;NUC2	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL251C	HFM1	MER3	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL262W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YPR005C	HAL1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YBL049W	MOH1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YGL084C	GUP1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL226W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR054C	DYN1	PAC6;DHC1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Red-B	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YFR016C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR086W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR074C	AIF1	CPD1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR171C	EAR1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YJL095W	BCK1	SSP31;SLK1;SAP3;LAS3	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOL150C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR091W	SRL3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YFR015C	GSY1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR086C-A			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR073C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR158W	MRPS8		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YJL098W	SAP185		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOL141W	PPM2	TYW4	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR090W	PXL1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YFR014C	CMK1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR085W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR072W	HXT17		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR142C	RPL13B		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YJL099W	CHS6	CSD3	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNL274C	GOR1		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR089C	TGL4	STC1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	25	D1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR084W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR071C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR052W	IES3		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YMR154C	RIM13	CPL1	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YKR088C	TVP38		"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	33	E1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YFR012W			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YOR202W	HIS3	HIS10	"SGD, 1999"	"SGD, 1999"	negative control	HIS3-BLANK	YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YNR070W		PDR18	"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
Plate15-Yellow-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	YLR050C			"SGD, 1999"	"SGD, 1999"			YFP:DAD4; mRFP1:SPC42; DIC: whole cell	
