Time (s),,Green x,Green y,Green z,,Red x,Red y,Red z,,interspot distance (nm),,x offset,y offset,z offset,,Green Max I,Green Backgrnd,Green STD,,Red Max I,Red Backgrnd,Red STD,,Green contrast,,Red constrast,,OriginalvideoID,Strain,ManuscriptvideoID,Mother/Daughter Cell,DD strain names
27.172,,6.616,4.453,1.366,,6.6316,4.4649,1.3784,,23.21055794,,0.0156,0.0119,0.0124,,48.08,9.76,1.84,,29.05,12.38,1.4,,38.32,,16.67,,66_7_,Coloc,ff_upper,m,DD1407
28.259,,6.663,4.428,1.256,,6.6506,4.4469,1.2744,,29.14669793,,-0.0124,0.0189,0.0184,,45.6,9.76,1.8,,29.7,12.35,1.38,,35.84,,17.35,,66_7_,Coloc,ff_upper,m,DD1407
29.346,,6.767,4.384,1.251,,6.7666,4.3949,1.1624,,89.26886355,,-0.0004,0.0109,-0.0886,,47.38,9.85,1.84,,28.34,11.62,1.11,,37.53,,16.72,,66_7_,Coloc,ff_upper,m,DD1407
30.433,,6.825,4.399,1.212,,6.8076,4.3939,1.2774,,67.86700229,,-0.0174,-0.0051,0.0654,,48.99,10.07,1.91,,24.82,11.64,1.11,,38.92,,13.18,,66_7_,Coloc,ff_upper,m,DD1407
31.52,,6.753,4.309,1.001,,6.7426,4.3049,1.1454,,144.8320752,,-0.0104,-0.0041,0.1444,,47.7,10.04,1.91,,23.82,11.41,1.06,,37.66,,12.41,,66_7_,Coloc,ff_upper,m,DD1407
32.606,,6.622,4.331,1.159,,6.6196,4.3319,1.2334,,74.44414013,,-0.0024,0.0009,0.0744,,48.99,10.13,1.94,,25.6,11.7,1.11,,38.86,,13.9,,66_7_,Coloc,ff_upper,m,DD1407
33.693,,6.612,4.35,1.156,,6.5706,4.3509,1.2264,,81.6757614,,-0.0414,0.0009,0.0704,,51.67,10.23,2.05,,27.17,11.6,1.13,,41.44,,15.57,,66_7_,Coloc,ff_upper,m,DD1407
34.78,,6.787,4.267,1.06,,6.7886,4.2649,1.0994,,39.48835271,,0.0016,-0.0021,0.0394,,48.87,10.27,2.05,,24.91,11.46,1.1,,38.6,,13.45,,66_7_,Coloc,ff_upper,m,DD1407
35.867,,6.784,4.262,1.033,,6.8086,4.2689,1.0864,,59.1973817,,0.0246,0.0069,0.0534,,51.03,10.23,2.02,,27.31,12.11,1.15,,40.8,,15.2,,66_7_,Coloc,ff_upper,m,DD1407
14.129,,2.462,3.306,2.889,,2.4806,3.3249,3.1164,,228.9408876,,0.0186,0.0189,0.2274,,54.8,11.26,2.19,,37.36,12.4,1.11,,43.54,,24.96,,66_7b_,Coloc,ee_lower,d,DD1407
15.216,,2.55,3.402,2.811,,2.5536,3.4209,2.8024,,21.07439204,,0.0036,0.0189,-0.0086,,55.63,11.01,2.06,,36.52,12.13,1.09,,44.62,,24.39,,66_7b_,Coloc,ee_lower,d,DD1407
16.303,,2.606,3.462,2.83,,2.5946,3.4659,2.7294,,101.3189518,,-0.0114,0.0039,-0.1006,,65.77,11.18,2.25,,38.49,11.94,1.14,,54.59,,26.55,,66_7b_,Coloc,ee_lower,d,DD1407
17.39,,2.501,3.299,2.976,,2.5436,3.3309,2.8194,,165.3962817,,0.0426,0.0319,-0.1566,,55.29,10.77,2.12,,37.05,11.69,1.1,,44.52,,25.36,,66_7b_,Coloc,ee_lower,d,DD1407
19.564,,2.549,3.27,2.817,,2.5626,3.2719,2.6894,,128.3367835,,0.0136,0.0019,-0.1276,,60.47,10.62,1.93,,33.92,11.2,1.01,,49.85,,22.72,,66_7b_,Coloc,ee_lower,d,DD1407
20.651,,2.486,3.268,2.885,,2.5016,3.2809,2.7964,,90.88305673,,0.0156,0.0129,-0.0886,,54.14,10.68,2.01,,32.47,11.11,1.02,,43.46,,21.36,,66_7b_,Coloc,ee_lower,d,DD1407
21.738,,2.549,3.294,2.778,,2.5716,3.2919,2.8394,,65.46090436,,0.0226,-0.0021,0.0614,,59.17,10.99,2.19,,31.96,11.12,1.11,,48.18,,20.84,,66_7b_,Coloc,ee_lower,d,DD1407
22.824,,2.546,3.344,2.75,,2.5626,3.3369,2.7524,,18.21345656,,0.0166,-0.0071,0.0024,,55.3,10.91,2.17,,34.3,11.21,1.24,,44.39,,23.09,,66_7b_,Coloc,ee_lower,d,DD1407
23.911,,2.548,3.295,2.668,,2.5496,3.2989,2.6884,,20.83098653,,0.0016,0.0039,0.0204,,52.88,11,2.12,,34.74,11.09,1.17,,41.88,,23.65,,66_7b_,Coloc,ee_lower,d,DD1407
24.998,,2.501,3.424,2.719,,2.5436,3.4109,2.6214,,107.2945945,,0.0426,-0.0131,-0.0976,,56.17,10.99,2.2,,32.8,10.97,1.04,,45.18,,21.83,,66_7b_,Coloc,ee_lower,d,DD1407
26.085,,2.584,3.508,2.715,,2.5876,3.4839,2.7874,,76.39064079,,0.0036,-0.0241,0.0724,,54.79,10.89,2.11,,29.4,10.89,1.06,,43.9,,18.51,,66_7b_,Coloc,ee_lower,d,DD1407
27.172,,2.542,3.542,2.625,,2.5616,3.4949,2.5044,,130.9462867,,0.0196,-0.0471,-0.1206,,58.51,11.06,2.16,,33.15,10.72,1.07,,47.45,,22.43,,66_7b_,Coloc,ee_lower,d,DD1407
28.259,,2.502,3.394,2.529,,2.5326,3.4289,2.5764,,66.34101296,,0.0306,0.0349,0.0474,,62.14,10.85,2.13,,30.26,12.13,1.36,,51.29,,18.13,,66_7b_,Coloc,ee_lower,d,DD1407
29.346,,2.498,3.394,2.554,,2.5156,3.4049,2.5464,,22.05289097,,0.0176,0.0109,-0.0076,,67.25,10.74,2.18,,28.43,11.82,1.27,,56.51,,16.61,,66_7b_,Coloc,ee_lower,d,DD1407
30.433,,2.525,3.321,2.523,,2.5396,3.3439,2.5114,,29.53184722,,0.0146,0.0229,-0.0116,,66.85,10.46,2.05,,31.92,12.18,1.38,,56.39,,19.74,,66_7b_,Coloc,ee_lower,d,DD1407
31.52,,2.515,3.422,2.573,,2.5536,3.4219,2.5184,,66.86650881,,0.0386,-0.0001,-0.0546,,54.37,10.64,2.13,,29.79,12.1,1.22,,43.73,,17.69,,66_7b_,Coloc,ee_lower,d,DD1407
32.606,,2.505,3.452,2.505,,2.5216,3.4349,2.4224,,85.96935501,,0.0166,-0.0171,-0.0826,,59.53,10.55,2.16,,31.73,11.93,1.35,,48.98,,19.8,,66_7b_,Coloc,ee_lower,d,DD1407
33.693,,2.565,3.406,2.541,,2.5716,3.3749,2.4774,,71.10365673,,0.0066,-0.0311,-0.0636,,55.76,10.35,2.03,,30.72,11.9,1.29,,45.41,,18.82,,66_7b_,Coloc,ee_lower,d,DD1407
34.78,,2.578,3.495,2.574,,2.5546,3.4729,2.6294,,64.07128842,,-0.0234,-0.0221,0.0554,,55.94,10.03,2.03,,27.3,11.62,1.21,,45.91,,15.68,,66_7b_,Coloc,ee_lower,d,DD1407
35.867,,2.489,3.477,2.55,,2.5286,3.4829,2.6274,,87.14201053,,0.0396,0.0059,0.0774,,60.45,10.05,2.06,,29.01,11.95,1.34,,50.4,,17.06,,66_7b_,Coloc,ee_lower,d,DD1407
36.954,,2.437,3.479,2.598,,2.4836,3.4839,2.5864,,48.27142012,,0.0466,0.0049,-0.0116,,69.45,9.93,2.18,,26.13,11.19,1.1,,59.52,,14.94,,66_7b_,Coloc,ee_lower,d,DD1407
38.041,,2.495,3.455,2.707,,2.5336,3.4419,2.6934,,42.97126947,,0.0386,-0.0131,-0.0136,,46.87,9.92,1.99,,26.06,10.27,0.802,,36.95,,15.79,,66_7b_,Coloc,ee_lower,d,DD1407
39.128,,2.532,3.484,2.685,,2.5446,3.4749,2.6184,,68.38954598,,0.0126,-0.0091,-0.0666,,54.89,9.84,1.85,,26.26,11.59,1.1,,45.05,,14.67,,66_7b_,Coloc,ee_lower,d,DD1407
40.215,,2.56,3.537,2.716,,2.5726,3.5229,2.7584,,46.42553177,,0.0126,-0.0141,0.0424,,52.68,9.56,1.83,,24.79,10.85,0.935,,43.12,,13.94,,66_7b_,Coloc,ee_lower,d,DD1407
41.301,,2.707,3.559,2.586,,2.6856,3.5209,2.7144,,135.6323339,,-0.0214,-0.0381,0.1284,,48.66,9.81,1.98,,23.67,11.02,0.972,,38.85,,12.65,,66_7b_,Coloc,ee_lower,d,DD1407
42.388,,2.878,3.524,2.729,,2.8516,3.5039,2.7624,,47.08003823,,-0.0264,-0.0201,0.0334,,49.65,9.57,1.92,,26.66,11.47,1.14,,40.08,,15.19,,66_7b_,Coloc,ee_lower,d,DD1407
43.475,,2.838,3.515,2.758,,2.8296,3.5019,2.8094,,53.70409668,,-0.0084,-0.0131,0.0514,,51.88,9.51,1.95,,25.09,11.7,1.16,,42.37,,13.39,,66_7b_,Coloc,ee_lower,d,DD1407
44.562,,2.758,3.496,2.758,,2.7286,3.4569,2.7974,,62.81345397,,-0.0294,-0.0391,0.0394,,62.32,9.31,1.89,,26.01,11.67,1.15,,53.01,,14.34,,66_7b_,Coloc,ee_lower,d,DD1407
45.649,,2.745,3.523,2.752,,2.7256,3.5079,2.6864,,70.05519253,,-0.0194,-0.0151,-0.0656,,61.6,9.86,1.91,,26.66,11.63,1.22,,51.74,,15.03,,66_7b_,Coloc,ee_lower,d,DD1407
46.736,,2.78,3.503,2.655,,2.7986,3.4729,2.7634,,114.0286368,,0.0186,-0.0301,0.1084,,55.87,10.18,2.06,,24.12,11.43,1.15,,45.69,,12.69,,66_7b_,Coloc,ee_lower,d,DD1407
47.823,,2.788,3.452,2.604,,2.7956,3.4399,2.7884,,184.9527778,,0.0076,-0.0121,0.1844,,64.24,10.37,2.09,,28.02,11.67,1.24,,53.87,,16.35,,66_7b_,Coloc,ee_lower,d,DD1407
48.91,,2.743,3.535,2.729,,2.7366,3.5279,2.7674,,39.57183342,,-0.0064,-0.0071,0.0384,,57.38,10.3,2.08,,27.88,12.61,1.47,,47.08,,15.27,,66_7b_,Coloc,ee_lower,d,DD1407
49.996,,2.709,3.598,2.878,,2.6696,3.5659,2.8204,,76.81490741,,-0.0394,-0.0321,-0.0576,,64.12,10.13,2.13,,29.59,11.94,1.27,,53.99,,17.65,,66_7b_,Coloc,ee_lower,d,DD1407
52.17,,2.641,3.499,2.692,,2.6376,3.4999,2.7724,,80.47689109,,-0.0034,0.0009,0.0804,,72.55,10.25,2.17,,27.06,11.61,1.15,,62.3,,15.45,,66_7b_,Coloc,ee_lower,d,DD1407
53.257,,2.72,3.557,2.683,,2.6996,3.5459,2.5914,,94.49830686,,-0.0204,-0.0111,-0.0916,,71.86,10,2.09,,26.16,11.21,0.983,,61.86,,14.95,,66_7b_,Coloc,ee_lower,d,DD1407
54.344,,2.69,3.521,2.633,,2.6556,3.4979,2.6324,,41.4406805,,-0.0344,-0.0231,-0.0006,,66.53,10.07,2.11,,26.16,11.69,1.18,,56.46,,14.47,,66_7b_,Coloc,ee_lower,d,DD1407
55.431,,2.716,3.535,2.555,,2.7066,3.5079,2.7384,,185.6295504,,-0.0094,-0.0271,0.1834,,53.35,9.91,2.03,,23.49,11.77,1.01,,43.44,,11.72,,66_7b_,Coloc,ee_lower,d,DD1407
56.518,,2.758,3.524,2.502,,2.7586,3.5199,2.6414,,139.4615718,,0.0006,-0.0041,0.1394,,55.51,9.93,2.07,,24.55,11.67,0.989,,45.58,,12.88,,66_7b_,Coloc,ee_lower,d,DD1407
57.605,,2.719,3.587,2.54,,2.7206,3.5689,2.6344,,96.13287679,,0.0016,-0.0181,0.0944,,62.83,9.97,2.18,,21.32,11.36,0.846,,52.86,,9.96,,66_7b_,Coloc,ee_lower,d,DD1407
58.691,,2.734,3.617,2.573,,2.7396,3.6489,2.6084,,47.98051688,,0.0056,0.0319,0.0354,,60.5,10.06,2.13,,25.43,11.34,0.934,,50.44,,14.09,,66_7b_,Coloc,ee_lower,d,DD1407
59.778,,2.844,3.594,2.444,,2.8496,3.5979,2.4254,,19.81236987,,0.0056,0.0039,-0.0186,,58.92,9.92,2,,24.06,11.14,0.894,,49,,12.92,,66_7b_,Coloc,ee_lower,d,DD1407
60.865,,2.851,3.565,2.47,,2.8446,3.5669,2.5894,,119.5864959,,-0.0064,0.0019,0.1194,,58.27,9.51,2.04,,26.52,10.98,0.858,,48.76,,15.54,,66_7b_,Coloc,ee_lower,d,DD1407
61.952,,2.98,3.554,2.423,,2.9826,3.5279,2.4444,,33.85158785,,0.0026,-0.0261,0.0214,,59.99,9.66,2.09,,23.89,11.82,0.988,,50.33,,12.07,,66_7b_,Coloc,ee_lower,d,DD1407
63.039,,3,3.57,2.392,,3.0286,3.5549,2.3194,,79.47785855,,0.0286,-0.0151,-0.0726,,57.94,9.68,2.03,,24.2,11.64,0.982,,48.26,,12.56,,66_7b_,Coloc,ee_lower,d,DD1407
64.126,,3.007,3.61,2.331,,3.0036,3.6119,2.5254,,194.4390136,,-0.0034,0.0019,0.1944,,54.09,9.67,2.04,,23.48,11.3,0.806,,44.42,,12.18,,66_7b_,Coloc,ee_lower,d,DD1407
65.213,,3.024,3.53,2.387,,3.0486,3.5479,2.2884,,103.1868693,,0.0246,0.0179,-0.0986,,52.17,9.69,1.98,,25.42,11.77,1.07,,42.48,,13.65,,66_7b_,Coloc,ee_lower,d,DD1407
66.3,,3.01,3.54,2.319,,3.0286,3.5539,2.3474,,36.68419278,,0.0186,0.0139,0.0284,,58.13,10.19,2.01,,21.89,11.26,0.833,,47.94,,10.63,,66_7b_,Coloc,ee_lower,d,DD1407
67.387,,3.044,3.59,2.27,,3.0396,3.5639,2.2834,,29.66698502,,-0.0044,-0.0261,0.0134,,65.17,9.95,2.01,,24.36,11.32,0.82,,55.22,,13.04,,66_7b_,Coloc,ee_lower,d,DD1407
68.473,,3.002,3.607,2.345,,3.0006,3.5849,2.4074,,66.21276312,,-0.0014,-0.0221,0.0624,,54.89,10.15,2.12,,19.74,10.71,0.715,,44.74,,9.03,,66_7b_,Coloc,ee_lower,d,DD1407
69.56,,2.935,3.563,2.448,,2.9356,3.5399,2.5234,,78.8614608,,0.0006,-0.0231,0.0754,,55.43,10.08,2.04,,21.69,11.37,0.865,,45.35,,10.32,,66_7b_,Coloc,ee_lower,d,DD1407
70.647,,2.899,3.478,2.492,,2.8826,3.4769,2.5164,,29.41989123,,-0.0164,-0.0011,0.0244,,62.04,10.25,2.13,,19.88,11.36,0.709,,51.79,,8.52,,66_7b_,Coloc,ee_lower,d,DD1407
71.734,,2.968,3.546,2.502,,2.9366,3.5689,2.6554,,158.2464218,,-0.0314,0.0229,0.1534,,58.36,9.7,1.97,,19.7,11.23,0.73,,48.66,,8.47,,66_7b_,Coloc,ee_lower,d,DD1407
72.821,,2.968,3.54,2.493,,2.9386,3.5259,2.4094,,89.73366147,,-0.0294,-0.0141,-0.0836,,62.02,9.9,2.05,,22.59,11.32,0.84,,52.12,,11.27,,66_7b_,Coloc,ee_lower,d,DD1407
73.908,,2.961,3.541,2.499,,2.9096,3.5419,2.5884,,103.1267667,,-0.0514,0.0009,0.0894,,61.44,9.72,1.99,,18.57,10.99,0.671,,51.72,,7.58,,66_7b_,Coloc,ee_lower,d,DD1407
77.168,,2.891,3.523,2.391,,2.8796,3.5019,2.3184,,76.45868165,,-0.0114,-0.0211,-0.0726,,63.34,10.68,2.34,,19.37,11.24,0.76,,52.66,,8.13,,66_7b_,Coloc,ee_lower,d,DD1407
79.342,,2.987,3.501,2.411,,2.9546,3.4859,2.3634,,59.52755664,,-0.0324,-0.0151,-0.0476,,54.74,10.07,2.01,,18.48,9.61,0.368,,44.67,,8.87,,66_7b_,Coloc,ee_lower,d,DD1407
80.429,,2.996,3.464,2.386,,2.9836,3.4709,2.2024,,184.1475767,,-0.0124,0.0069,-0.1836,,56.04,10.24,2.14,,22.23,10.84,0.717,,45.8,,11.39,,66_7b_,Coloc,ee_lower,d,DD1407
86.95,,3.045,3.489,2.342,,3.0286,3.4789,2.3634,,28.79114447,,-0.0164,-0.0101,0.0214,,50.56,9.42,2.08,,19.55,11.17,0.655,,41.14,,8.38,,66_7b_,Coloc,ee_lower,d,DD1407
88.037,,3.002,3.472,2.235,,2.9906,3.4599,2.5454,,310.8448648,,-0.0114,-0.0121,0.3104,,53.73,9.35,1.96,,17,11.2,0.625,,44.38,,5.8,,66_7b_,Coloc,ee_lower,d,DD1407
89.124,,3.023,3.481,2.291,,3.0086,3.5009,2.4644,,175.1311794,,-0.0144,0.0199,0.1734,,60.5,9.63,2.19,,18.34,11.31,0.681,,50.87,,7.03,,66_7b_,Coloc,ee_lower,d,DD1407
90.211,,2.975,3.476,2.265,,2.9676,3.5109,2.3874,,127.4932547,,-0.0074,0.0349,0.1224,,63.35,9.75,2.11,,20.36,11.35,0.665,,53.6,,9.01,,66_7b_,Coloc,ee_lower,d,DD1407
91.298,,3.014,3.558,2.238,,2.9896,3.5469,2.4414,,205.1587922,,-0.0244,-0.0111,0.2034,,54.38,9.73,2.01,,20.71,11.19,0.753,,44.65,,9.52,,66_7b_,Coloc,ee_lower,d,DD1407
93.472,,2.997,3.468,2.297,,2.9396,3.5089,2.4964,,211.489787,,-0.0574,0.0409,0.1994,,48.07,9.65,2.04,,16.88,11.16,0.605,,38.42,,5.72,,66_7b_,Coloc,ee_lower,d,DD1407
95.645,,3.007,3.467,2.267,,2.9466,3.4879,2.2564,,64.78680421,,-0.0604,0.0209,-0.0106,,62.13,9.81,2.05,,21.37,11.2,0.757,,52.32,,10.17,,66_7b_,Coloc,ee_lower,d,DD1407
98.906,,2.95,3.471,2.281,,2.9466,3.5099,2.1664,,121.0699385,,-0.0034,0.0389,-0.1146,,54.16,9.55,2.06,,18.74,9.49,0.301,,44.61,,9.25,,66_7b_,Coloc,ee_lower,d,DD1407
0,,2.818,5.433,1.731,,2.8036,5.4269,1.6924,,41.64768901,,-0.0144,-0.0061,-0.0386,,41.66,9.84,2.26,,34.25,14.09,1.77,,31.82,,20.16,,66_9_,Coloc,gg_upper,d,DD1407
1.087,,2.863,5.48,1.671,,2.8266,5.4679,1.7234,,64.93943332,,-0.0364,-0.0121,0.0524,,42.47,9.59,1.97,,32.26,13.9,1.65,,32.88,,18.36,,66_9_,Coloc,gg_upper,d,DD1407
2.174,,2.913,5.391,1.692,,2.8716,5.3909,1.7594,,79.09949431,,-0.0414,-0.0001,0.0674,,37.6,9.9,2.55,,30.92,13.89,1.58,,27.7,,17.03,,66_9_,Coloc,gg_upper,d,DD1407
3.261,,2.965,5.242,1.723,,2.9326,5.2719,1.7804,,72.37768993,,-0.0324,0.0299,0.0574,,38.28,10.3,2.21,,29.32,14.08,1.61,,27.98,,15.24,,66_9_,Coloc,gg_upper,d,DD1407
4.348,,2.827,5.201,1.777,,2.8266,5.1709,1.7624,,33.45638952,,-0.0004,-0.0301,-0.0146,,31.74,10.26,2.5,,30.14,13.88,1.5,,21.48,,16.26,,66_9_,Coloc,gg_upper,d,DD1407
5.434,,2.794,5.09,1.76,,2.8176,5.0729,1.8024,,51.45026725,,0.0236,-0.0171,0.0424,,36.16,10.41,2.14,,32.17,14.46,1.78,,25.75,,17.71,,66_9_,Coloc,gg_upper,d,DD1407
6.521,,2.774,5.024,1.792,,2.7766,5.0249,1.8614,,69.45451749,,0.0026,0.0009,0.0694,,34.04,9.84,2.18,,30.24,13.82,1.45,,24.2,,16.42,,66_9_,Coloc,gg_upper,d,DD1407
7.608,,2.677,5.023,1.796,,2.7176,5.0089,1.7904,,43.34201195,,0.0406,-0.0141,-0.0056,,31.17,10.13,2.17,,30.82,14.07,1.5,,21.04,,16.75,,66_9_,Coloc,gg_upper,d,DD1407
8.695,,2.786,5.069,1.831,,2.8066,5.0629,1.7774,,57.74538943,,0.0206,-0.0061,-0.0536,,31.75,10.12,2.1,,30.71,13.8,1.52,,21.63,,16.91,,66_9_,Coloc,gg_upper,d,DD1407
9.782,,2.782,5.124,1.825,,2.7826,5.1029,1.8544,,36.19295512,,0.0006,-0.0211,0.0294,,32.82,10.68,2.27,,29.5,14.28,1.58,,22.14,,15.22,,66_9_,Coloc,gg_upper,d,DD1407
10.869,,2.881,5.039,1.733,,2.8696,5.0169,1.6534,,83.39382471,,-0.0114,-0.0221,-0.0796,,35.47,10.78,2.58,,31.35,14.3,1.62,,24.69,,17.05,,66_9_,Coloc,gg_upper,d,DD1407
11.956,,2.883,4.99,1.8,,2.8766,4.9759,1.7424,,59.64503332,,-0.0064,-0.0141,-0.0576,,30.4,10.48,2.1,,33.39,14.16,1.59,,19.92,,19.23,,66_9_,Coloc,gg_upper,d,DD1407
13.043,,2.813,5.121,1.762,,2.7996,5.0959,1.7314,,41.78432721,,-0.0134,-0.0251,-0.0306,,33,10.03,2.27,,26.32,13.4,1.43,,22.97,,12.92,,66_9_,Coloc,gg_upper,d,DD1407
14.129,,2.674,5.125,1.747,,2.6976,5.1239,1.7994,,57.47982255,,0.0236,-0.0011,0.0524,,32.88,9.77,1.86,,27.25,12.96,1.33,,23.11,,14.29,,66_9_,Coloc,gg_upper,d,DD1407
15.216,,2.835,5.153,1.706,,2.8286,5.1589,1.7634,,58.05626581,,-0.0064,0.0059,0.0574,,33.5,10,2.18,,26.66,12.9,1.49,,23.5,,13.76,,66_9_,Coloc,gg_upper,d,DD1407
16.303,,2.778,5.154,1.798,,2.7596,5.1529,1.8214,,29.78808487,,-0.0184,-0.0011,0.0234,,34.99,10.05,2.25,,27.26,13.13,1.48,,24.94,,14.13,,66_9_,Coloc,gg_upper,d,DD1407
17.39,,2.748,5.099,1.833,,2.7546,5.0779,1.7494,,86.47386889,,0.0066,-0.0211,-0.0836,,37.28,9.97,1.79,,27.25,13.22,1.53,,27.31,,14.03,,66_9_,Coloc,gg_upper,d,DD1407
18.477,,2.728,5.068,1.737,,2.7296,5.0749,1.6574,,79.91451683,,0.0016,0.0069,-0.0796,,35.69,9.04,1.56,,25,12.46,1.24,,26.65,,12.54,,66_9_,Coloc,gg_upper,d,DD1407
19.564,,2.744,5.029,1.777,,2.7346,5.0449,1.8064,,34.72074308,,-0.0094,0.0159,0.0294,,31.08,9.66,1.85,,27.45,13.03,1.46,,21.42,,14.42,,66_9_,Coloc,gg_upper,d,DD1407
20.651,,2.72,4.991,1.69,,2.7496,4.9689,1.7234,,49.80090361,,0.0296,-0.0221,0.0334,,33.51,10.24,2.3,,27.18,13.13,1.4,,23.27,,14.05,,66_9_,Coloc,gg_upper,d,DD1407
21.738,,2.764,4.954,1.685,,2.7926,4.9579,1.7234,,48.03883845,,0.0286,0.0039,0.0384,,31.98,9.67,1.92,,25.51,12.82,1.17,,22.31,,12.69,,66_9_,Coloc,gg_upper,d,DD1407
22.824,,2.766,4.905,1.72,,2.7526,4.9319,1.6194,,104.9929998,,-0.0134,0.0269,-0.1006,,37.44,10.4,2.29,,26.73,12.92,1.25,,27.04,,13.81,,66_9_,Coloc,gg_upper,d,DD1407
23.911,,2.746,4.904,1.605,,2.7636,4.8979,1.6574,,55.61231878,,0.0176,-0.0061,0.0524,,32.72,10.29,2,,26.3,12.86,1.14,,22.43,,13.44,,66_9_,Coloc,gg_upper,d,DD1407
24.998,,2.738,4.945,1.692,,2.7366,4.9679,1.7534,,65.54639578,,-0.0014,0.0229,0.0614,,33.52,10.06,2.07,,28.9,13.19,1.38,,23.46,,15.71,,66_9_,Coloc,gg_upper,d,DD1407
26.085,,2.836,4.971,1.714,,2.7896,4.9929,1.7584,,67.85226599,,-0.0464,0.0219,0.0444,,33.27,9.96,2.19,,24.06,13.12,1.18,,23.31,,10.94,,66_9_,Coloc,gg_upper,d,DD1407
27.172,,2.838,5.077,1.748,,2.8316,5.0469,1.7854,,48.43273686,,-0.0064,-0.0301,0.0374,,35.53,10.19,2.37,,26.47,13.54,1.35,,25.34,,12.93,,66_9_,Coloc,gg_upper,d,DD1407
28.259,,2.829,4.996,1.659,,2.8216,4.9899,1.7644,,105.8353911,,-0.0074,-0.0061,0.1054,,35.05,9.96,2.67,,28.03,13.22,1.34,,25.09,,14.81,,66_9_,Coloc,gg_upper,d,DD1407
29.346,,2.84,5.032,1.58,,2.8526,4.9889,1.5394,,60.53701347,,0.0126,-0.0431,-0.0406,,31.53,9.75,2.45,,23.51,12.67,1.16,,21.78,,10.84,,66_9_,Coloc,gg_upper,d,DD1407
30.433,,2.81,5.03,1.724,,2.8046,5.0289,1.5944,,129.7171153,,-0.0054,-0.0011,-0.1296,,33.53,9.81,2.18,,25.54,13.03,1.19,,23.72,,12.51,,66_9_,Coloc,gg_upper,d,DD1407
31.52,,2.787,5.118,1.673,,2.8016,5.1349,1.6004,,75.95742228,,0.0146,0.0169,-0.0726,,32.38,9.27,1.99,,25.43,12.94,1.37,,23.11,,12.49,,66_9_,Coloc,gg_upper,d,DD1407
32.606,,2.82,5.205,1.649,,2.8256,5.2049,1.6324,,17.5194178,,0.0056,-0.0001,-0.0166,,37.41,10.39,2.41,,28.28,13.14,1.26,,27.02,,15.14,,66_9_,Coloc,gg_upper,d,DD1407
33.693,,2.843,5.221,1.628,,2.8376,5.2369,1.6354,,18.35020436,,-0.0054,0.0159,0.0074,,35.3,10.1,2.51,,25.34,12.94,1.12,,25.2,,12.4,,66_9_,Coloc,gg_upper,d,DD1407
34.78,,2.894,5.277,1.648,,2.8916,5.2679,1.6934,,46.3651809,,-0.0024,-0.0091,0.0454,,36.64,9.86,2.32,,26.76,13.09,1.33,,26.78,,13.67,,66_9_,Coloc,gg_upper,d,DD1407
35.867,,2.929,5.297,1.538,,2.9256,5.2979,1.5674,,29.60962681,,-0.0034,0.0009,0.0294,,31.89,10.12,2.73,,23.63,12.79,1.09,,21.77,,10.84,,66_9_,Coloc,gg_upper,d,DD1407
36.954,,2.905,5.354,1.662,,2.8926,5.3259,1.4204,,243.5445134,,-0.0124,-0.0281,-0.2416,,33.26,9.89,2.64,,24.26,12.8,1.12,,23.37,,11.46,,66_9_,Coloc,gg_upper,d,DD1407
38.041,,2.847,5.383,1.663,,2.8216,5.3499,1.7294,,78.42021423,,-0.0254,-0.0331,0.0664,,31.12,9.7,2.52,,23.24,12.18,1.05,,21.42,,11.06,,66_9_,Coloc,gg_upper,d,DD1407
39.128,,2.856,5.293,1.675,,2.8396,5.2699,1.7474,,77.74528925,,-0.0164,-0.0231,0.0724,,32.39,10.08,2.67,,22,12.63,1.12,,22.31,,9.37,,66_9_,Coloc,gg_upper,d,DD1407
40.215,,2.851,5.358,1.644,,2.8446,5.3309,1.7384,,98.42118674,,-0.0064,-0.0271,0.0944,,31.16,9.42,2.17,,25.25,12.49,1.18,,21.74,,12.76,,66_9_,Coloc,gg_upper,d,DD1407
41.301,,2.859,5.329,1.746,,2.8656,5.3049,1.8174,,75.64608384,,0.0066,-0.0241,0.0714,,38.56,9.89,2.62,,24.45,12.42,1.04,,28.67,,12.03,,66_9_,Coloc,gg_upper,d,DD1407
42.388,,2.855,5.234,1.806,,2.8406,5.2649,1.7884,,38.36573993,,-0.0144,0.0309,-0.0176,,31.76,9.71,2.24,,20.74,12.19,0.841,,22.05,,8.55,,66_9_,Coloc,gg_upper,d,DD1407
43.475,,2.845,5.285,1.799,,2.8456,5.2749,1.8224,,25.49372472,,0.0006,-0.0101,0.0234,,35.32,9.69,2.27,,24.21,12.59,0.973,,25.63,,11.62,,66_9_,Coloc,gg_upper,d,DD1407
44.562,,2.773,5.197,1.755,,2.7816,5.2009,1.8384,,83.93288986,,0.0086,0.0039,0.0834,,33.53,9.57,2.2,,25.2,12.61,1.12,,23.96,,12.59,,66_9_,Coloc,gg_upper,d,DD1407
45.649,,2.704,5.157,1.778,,2.7156,5.1489,1.8144,,39.05291282,,0.0116,-0.0081,0.0364,,30.07,9.09,1.95,,22.43,12.43,1.01,,20.98,,10,,66_9_,Coloc,gg_upper,d,DD1407
