Time (s),,Green x,Green y,Green z,,Red x,Red y,Red z,,interspot distance (nm),,x offset,y offset,z offset,,Green Max I,Green Backgrnd,Green STD,,Red Max I,Red Backgrnd,Red STD,,Green contrast,,Red constrast,,OriginalvideoID,Strain,ManuscriptvideoID,Mother/Daughter Cell,DD strain names
9.476,,3.498,6.042,1.035,,3.5892,5.7777,1.5488,,584.9464676,,0.0912,-0.2643,0.5138,,120.97,45.07,6.26,,29.23,7.17,2.27,,75.9,,22.06,,63_24a,100.8kb,u_upper,m,DD1475
10.529,,3.518,5.96,1.058,,3.5902,5.6567,1.5028,,543.1857601,,0.0722,-0.3033,0.4448,,127.28,45.11,6.45,,32.35,8.14,2.39,,82.17,,24.21,,63_24a,100.8kb,u_upper,m,DD1475
11.582,,3.573,6.05,1.235,,3.5772,5.7087,1.6658,,549.6289385,,0.0042,-0.3413,0.4308,,117.29,44.21,6.14,,33.45,7.01,2.34,,73.08,,26.44,,63_24a,100.8kb,u_upper,m,DD1475
12.635,,3.498,5.769,1.196,,3.6482,5.7417,1.4638,,308.2566625,,0.1502,-0.0273,0.2678,,116.33,44.62,6.5,,29.47,6.48,2.1,,71.71,,22.99,,63_24a,100.8kb,u_upper,m,DD1475
13.687,,3.544,5.77,1.302,,3.5862,5.7157,1.4428,,156.6970644,,0.0422,-0.0543,0.1408,,102.81,43.84,6.33,,27.75,5.17,2.01,,58.97,,22.58,,63_24a,100.8kb,u_upper,m,DD1475
14.74,,3.509,5.891,1.388,,3.6782,5.6847,1.5398,,306.9716111,,0.1692,-0.2063,0.1518,,111.85,44.15,6.84,,24.98,5.59,1.96,,67.7,,19.39,,63_24a,100.8kb,u_upper,m,DD1475
15.793,,3.574,5.913,1.301,,3.6032,5.8067,1.5578,,279.4612138,,0.0292,-0.1063,0.2568,,94.3,43.18,6.14,,26.03,6.48,1.96,,51.12,,19.55,,63_24a,100.8kb,u_upper,m,DD1475
16.846,,3.559,5.976,1.054,,3.6342,5.7797,1.4648,,461.4600416,,0.0752,-0.1963,0.4108,,107,43.12,6.07,,23.97,5.98,1.99,,63.88,,17.99,,63_24a,100.8kb,u_upper,m,DD1475
17.899,,3.662,6.015,1.263,,3.6862,5.7027,1.5178,,403.7820823,,0.0242,-0.3123,0.2548,,115.78,42.77,6.08,,27.87,6.32,2.19,,73.01,,21.55,,63_24a,100.8kb,u_upper,m,DD1475
18.952,,3.63,5.932,1.367,,3.6102,5.6717,1.4468,,272.9765008,,-0.0198,-0.2603,0.0798,,112.32,43,6.57,,28.27,6.26,2.12,,69.32,,22.01,,63_24a,100.8kb,u_upper,m,DD1475
20.005,,3.709,5.903,1.287,,3.5722,5.7197,1.4658,,290.3146052,,-0.1368,-0.1833,0.1788,,105.3,41.67,5.88,,23.77,6.19,1.86,,63.63,,17.58,,63_24a,100.8kb,u_upper,m,DD1475
21.058,,3.654,5.948,1.264,,3.5722,5.7027,1.6808,,490.4952293,,-0.0818,-0.2453,0.4168,,121.51,41.78,6.19,,30.85,7.26,2.22,,79.73,,23.59,,63_24a,100.8kb,u_upper,m,DD1475
22.11,,3.68,6.092,1.264,,3.5482,5.7607,1.6788,,546.9826048,,-0.1318,-0.3313,0.4148,,107.82,41.08,5.56,,25.19,6.28,1.98,,66.74,,18.91,,63_24a,100.8kb,u_upper,m,DD1475
23.163,,3.718,6.11,1.438,,3.5932,5.7237,1.7088,,487.9911577,,-0.1248,-0.3863,0.2708,,101.32,40.78,5.37,,30.75,6.04,2,,60.54,,24.71,,63_24a,100.8kb,u_upper,m,DD1475
24.216,,3.689,6.2,1.409,,3.5962,5.6717,1.7268,,623.4657729,,-0.0928,-0.5283,0.3178,,105.11,40.85,5.34,,30.85,6.59,2.16,,64.26,,24.26,,63_24a,100.8kb,u_upper,m,DD1475
25.269,,3.512,6.116,1.345,,3.6082,5.6617,1.5928,,526.3532749,,0.0962,-0.4543,0.2478,,118,41.6,6.15,,27.84,6.24,1.95,,76.4,,21.6,,63_24a,100.8kb,u_upper,m,DD1475
26.322,,3.608,6.024,1.31,,3.6702,5.7547,1.6568,,443.4654102,,0.0622,-0.2693,0.3468,,106.95,41.21,6,,31.1,7.76,2.35,,65.74,,23.34,,63_24a,100.8kb,u_upper,m,DD1475
27.375,,3.618,5.957,1.272,,3.5462,5.7107,1.5338,,366.5490008,,-0.0718,-0.2463,0.2618,,105.93,41.4,6.01,,27.14,6.69,1.99,,64.53,,20.45,,63_24a,100.8kb,u_upper,m,DD1475
28.428,,3.657,5.911,1.405,,3.6022,5.7167,1.6858,,345.8383582,,-0.0548,-0.1943,0.2808,,108.54,41.34,6.08,,34.57,7.38,2.45,,67.2,,27.19,,63_24a,100.8kb,u_upper,m,DD1475
29.481,,3.752,6.008,1.537,,3.6032,5.6767,1.7078,,401.3399681,,-0.1488,-0.3313,0.1708,,105.56,40.4,5.74,,26.34,5.9,2,,65.16,,20.44,,63_24a,100.8kb,u_upper,m,DD1475
30.534,,3.785,6.092,1.571,,3.5602,5.7337,1.7698,,467.3706987,,-0.2248,-0.3583,0.1988,,101.77,39.7,5.4,,30.6,6.47,2.21,,62.07,,24.13,,63_24a,100.8kb,u_upper,m,DD1475
31.586,,3.771,6.138,1.589,,3.4962,5.6547,1.8098,,598.2027833,,-0.2748,-0.4833,0.2208,,107.65,39.48,5.28,,30.04,6.67,2.17,,68.17,,23.37,,63_24a,100.8kb,u_upper,m,DD1475
32.639,,3.766,6.069,1.508,,3.6432,5.6887,1.8018,,496.0104535,,-0.1228,-0.3803,0.2938,,106.51,39.46,5.27,,28.18,6.73,2.2,,67.05,,21.45,,63_24a,100.8kb,u_upper,m,DD1475
33.692,,3.749,5.979,1.391,,3.7032,5.6437,1.7388,,485.2716456,,-0.0458,-0.3353,0.3478,,98.71,39.65,5.47,,30.76,7.96,2.18,,59.06,,22.8,,63_24a,100.8kb,u_upper,m,DD1475
34.745,,3.692,5.999,1.448,,3.7172,5.7027,1.9268,,563.6294616,,0.0252,-0.2963,0.4788,,112.13,40.75,6.17,,29.3,7.42,2.11,,71.38,,21.88,,63_24a,100.8kb,u_upper,m,DD1475
35.798,,3.782,6.043,1.559,,3.6722,5.7797,1.9438,,479.0135384,,-0.1098,-0.2633,0.3848,,109.37,40.3,5.85,,26.36,7.19,2.2,,69.07,,19.17,,63_24a,100.8kb,u_upper,m,DD1475
36.851,,3.794,6.162,1.671,,3.7132,5.7557,1.7448,,420.7787661,,-0.0808,-0.4063,0.0738,,111.71,40.1,5.71,,25.08,6.48,2.01,,71.61,,18.6,,63_24a,100.8kb,u_upper,m,DD1475
37.904,,3.78,6.072,1.561,,3.6232,5.7687,1.8418,,442.06987,,-0.1568,-0.3033,0.2808,,106.12,39.82,5.73,,27.9,6.37,1.99,,66.3,,21.53,,63_24a,100.8kb,u_upper,m,DD1475
38.957,,3.787,6.09,1.515,,3.5732,5.7567,1.9148,,562.7071796,,-0.2138,-0.3333,0.3998,,98.83,39.1,5.34,,24.84,5.6,1.94,,59.73,,19.24,,63_24a,100.8kb,u_upper,m,DD1475
40.009,,3.825,6.173,1.514,,3.6352,5.7677,1.9608,,632.3941572,,-0.1898,-0.4053,0.4468,,107.93,39.27,5.34,,28.47,6.77,2.14,,68.66,,21.7,,63_24a,100.8kb,u_upper,m,DD1475
0,,3.381,0.974,2.677,,3.4252,0.8697,2.5468,,172.5809086,,0.0442,-0.1043,-0.1302,,113.23,47.29,5.12,,35.42,8.39,2.15,,65.94,,27.03,,63_24b,100.8kb,o_lower,d,DD1475
2.106,,3.288,1.002,2.564,,3.3892,0.9317,2.7628,,233.8909361,,0.1012,-0.0703,0.1988,,105.69,45.35,5.28,,33.39,8.83,2.31,,60.34,,24.56,,63_24b,100.8kb,o_lower,d,DD1475
4.212,,3.447,0.903,2.496,,3.3802,1.0107,2.6498,,199.28866,,-0.0668,0.1077,0.1538,,103.47,43.22,4.66,,35.74,10.56,2.92,,60.25,,25.18,,63_24b,100.8kb,o_lower,d,DD1475
5.264,,3.367,0.871,2.63,,3.3052,0.9527,2.7548,,161.4594996,,-0.0618,0.0817,0.1248,,95.73,42.11,4.62,,35.07,8.19,2.24,,53.62,,26.88,,63_24b,100.8kb,o_lower,d,DD1475
6.317,,3.359,1.039,2.555,,3.2072,0.9147,2.7108,,250.5341693,,-0.1518,-0.1243,0.1558,,107.11,41.85,5,,32.64,8.86,2.43,,65.26,,23.78,,63_24b,100.8kb,o_lower,d,DD1475
8.423,,3.413,0.919,2.399,,3.4492,0.9197,2.6838,,287.0922674,,0.0362,0.0007,0.2848,,94.07,40.63,4.59,,29.21,8.43,2.29,,53.44,,20.78,,63_24b,100.8kb,o_lower,d,DD1475
9.476,,3.379,1.007,2.474,,3.4732,0.8907,2.5128,,154.6116749,,0.0942,-0.1163,0.0388,,98.16,41.17,4.99,,30.68,9.01,2.02,,56.99,,21.67,,63_24b,100.8kb,o_lower,d,DD1475
10.529,,3.423,1.025,2.497,,3.4242,0.9647,2.6048,,123.5247748,,0.0012,-0.0603,0.1078,,98.92,41.02,4.98,,33.63,9.05,1.95,,57.9,,24.58,,63_24b,100.8kb,o_lower,d,DD1475
11.582,,3.335,1.093,2.728,,3.5332,0.8807,2.6578,,298.8018909,,0.1982,-0.2123,-0.0702,,106.46,41.35,5.42,,31.72,8.58,2.1,,65.11,,23.14,,63_24b,100.8kb,o_lower,d,DD1475
12.635,,3.397,1.15,2.515,,3.5702,0.9297,2.5868,,289.2845831,,0.1732,-0.2203,0.0718,,96.68,40.37,5.07,,32.4,9.07,2.12,,56.31,,23.33,,63_24b,100.8kb,o_lower,d,DD1475
13.687,,3.461,1.095,2.546,,3.6082,1.0097,2.6148,,183.5139504,,0.1472,-0.0853,0.0688,,94.95,40.09,4.99,,32.29,8.29,2.16,,54.86,,24,,63_24b,100.8kb,o_lower,d,DD1475
14.74,,3.422,1.161,2.461,,3.4872,1.0487,2.7838,,347.9398942,,0.0652,-0.1123,0.3228,,90.49,40.11,5.11,,34.47,9.22,2.25,,50.38,,25.25,,63_24b,100.8kb,o_lower,d,DD1475
16.846,,3.454,1.051,2.497,,3.6712,1.0017,2.6438,,266.7518885,,0.2172,-0.0493,0.1468,,84.65,39,4.61,,30.72,8.76,2.04,,45.65,,21.96,,63_24b,100.8kb,o_lower,d,DD1475
17.899,,3.391,1.079,2.48,,3.6692,0.9237,2.6348,,354.2264389,,0.2782,-0.1553,0.1548,,91.05,39.52,4.97,,34.8,9.23,2.37,,51.53,,25.57,,63_24b,100.8kb,o_lower,d,DD1475
18.952,,3.403,1.062,2.554,,3.6452,1.0377,2.7318,,301.4368425,,0.2422,-0.0243,0.1778,,89.51,39.24,4.85,,32.96,8.86,2.18,,50.27,,24.1,,63_24b,100.8kb,o_lower,d,DD1475
20.005,,3.423,1.064,2.579,,3.6312,1.0417,2.5778,,209.3942931,,0.2082,-0.0223,-0.0012,,93.01,39.26,4.94,,30.16,8.21,2.01,,53.75,,21.95,,63_24b,100.8kb,o_lower,d,DD1475
21.058,,3.416,1.032,2.607,,3.5892,0.9377,2.5898,,197.95598,,0.1732,-0.0943,-0.0172,,95.75,39.19,5.12,,30.64,7.41,2.06,,56.56,,23.23,,63_24b,100.8kb,o_lower,d,DD1475
23.163,,3.39,1.031,2.708,,3.4412,0.8647,2.7488,,178.7226063,,0.0512,-0.1663,0.0408,,96.47,38.48,5.08,,32.52,8.42,2.24,,57.99,,24.1,,63_24b,100.8kb,o_lower,d,DD1475
24.216,,3.383,1.019,2.723,,3.5302,0.9337,2.7088,,170.7207369,,0.1472,-0.0853,-0.0142,,93.62,38.22,5.02,,28.94,7.71,1.97,,55.4,,21.23,,63_24b,100.8kb,o_lower,d,DD1475
25.269,,3.411,1.095,2.624,,3.4792,0.8797,2.7468,,257.07036,,0.0682,-0.2153,0.1228,,99.35,38.66,5.16,,27.87,7.52,1.79,,60.69,,20.35,,63_24b,100.8kb,o_lower,d,DD1475
26.322,,3.415,1.128,2.596,,3.5782,0.8797,2.7268,,324.6471469,,0.1632,-0.2483,0.1308,,97.35,38.97,5.23,,29.3,8.37,1.95,,58.38,,20.93,,63_24b,100.8kb,o_lower,d,DD1475
27.375,,3.438,1.134,2.678,,3.5412,1.0007,2.7358,,178.2132711,,0.1032,-0.1333,0.0578,,94.19,38.39,5.08,,30.05,8.49,1.98,,55.8,,21.56,,63_24b,100.8kb,o_lower,d,DD1475
3.261,,5.142,5.896,1.005,,5.5922,6.4277,1.5238,,868.641681,,0.4502,0.5317,0.5188,,204.08,71.17,9.25,,61.77,12.43,3.81,,132.91,,49.34,,63_26a,100.8kb,j_upper,m,DD1475
4.348,,5.22,5.839,1.446,,5.5212,6.3927,1.5088,,633.4421599,,0.3012,0.5537,0.0628,,209.36,71.25,10.04,,52.09,12.13,3.55,,138.11,,39.96,,63_26a,100.8kb,j_upper,m,DD1475
5.434,,5.154,6.068,1.334,,5.4422,6.4907,1.5408,,551.8158841,,0.2882,0.4227,0.2068,,201.04,70.1,10.2,,60.94,12.86,4.26,,130.94,,48.08,,63_26a,100.8kb,j_upper,m,DD1475
6.521,,5.098,5.726,1.263,,5.4482,6.4327,1.2998,,789.5689774,,0.3502,0.7067,0.0368,,210.53,67.6,9.67,,67.15,17.12,4.81,,142.93,,50.03,,63_26a,100.8kb,j_upper,m,DD1475
7.608,,5.164,5.83,1.27,,5.4142,6.3847,1.3248,,610.9788622,,0.2502,0.5547,0.0548,,193.43,66.6,9.71,,62.92,14.85,4.26,,126.83,,48.07,,63_26a,100.8kb,j_upper,m,DD1475
8.695,,5.135,5.793,1.1,,5.4632,6.4007,1.4988,,797.5311718,,0.3282,0.6077,0.3988,,192.9,66,9.33,,57.19,13.46,3.86,,126.9,,43.73,,63_26a,100.8kb,j_upper,m,DD1475
9.782,,5.001,5.822,1.279,,5.4852,6.3647,1.3478,,730.5520994,,0.4842,0.5427,0.0688,,169.06,66.33,9.45,,61.56,13.48,4.24,,102.73,,48.08,,63_26a,100.8kb,j_upper,m,DD1475
11.956,,4.97,6.145,1.202,,5.6202,6.3177,1.2828,,677.5794935,,0.6502,0.1727,0.0808,,171.83,64.57,9.4,,58.74,14.66,3.99,,107.26,,44.08,,63_26a,100.8kb,j_upper,m,DD1475
13.043,,5.042,6.091,1.197,,5.6242,6.3507,1.5588,,733.0076193,,0.5822,0.2597,0.3618,,154.22,63.63,9.31,,59.67,15.09,4.31,,90.59,,44.58,,63_26a,100.8kb,j_upper,m,DD1475
14.129,,5.101,6.102,1.316,,5.5892,6.3067,1.5148,,565.4757024,,0.4882,0.2047,0.1988,,171.87,63.22,9.34,,56.23,13.03,3.9,,108.65,,43.2,,63_26a,100.8kb,j_upper,m,DD1475
15.216,,5.079,6.148,1.245,,5.3292,6.3127,1.4288,,351.4378608,,0.2502,0.1647,0.1838,,182.15,63.14,9.55,,58.98,12.46,4.04,,119.01,,46.52,,63_26a,100.8kb,j_upper,m,DD1475
16.303,,5.073,6.068,1.237,,5.5482,6.3657,1.8148,,805.166548,,0.4752,0.2977,0.5778,,209.89,61.84,9.44,,53.43,13.13,4.17,,148.05,,40.3,,63_26a,100.8kb,j_upper,m,DD1475
17.39,,5.019,5.868,1.261,,5.6442,6.3087,1.7608,,913.7240119,,0.6252,0.4407,0.4998,,202.78,61.56,9.48,,52.9,12.66,3.63,,141.22,,40.24,,63_26a,100.8kb,j_upper,m,DD1475
19.564,,5.077,5.989,1.336,,5.6312,6.2117,1.5928,,650.1378085,,0.5542,0.2227,0.2568,,178.54,60.77,9.27,,47.75,11.33,3.55,,117.77,,36.42,,63_26a,100.8kb,j_upper,m,DD1475
22.824,,5.123,6.014,1.429,,5.5602,6.3437,1.7748,,647.6291917,,0.4372,0.3297,0.3458,,160.48,59.19,8.8,,52.5,11.43,3.65,,101.29,,41.07,,63_26a,100.8kb,j_upper,m,DD1475
23.911,,5.164,5.91,1.44,,5.4312,6.3247,2.2128,,916.8379192,,0.2672,0.4147,0.7728,,173.43,58.25,8.58,,57.41,13.39,3.87,,115.18,,44.02,,63_26a,100.8kb,j_upper,m,DD1475
24.998,,5.172,5.995,1.425,,5.4552,6.2407,2.2578,,913.3052994,,0.2832,0.2457,0.8328,,180.73,58.72,8.85,,51.96,12.56,3.76,,122.01,,39.4,,63_26a,100.8kb,j_upper,m,DD1475
26.085,,5.194,6.075,1.475,,5.6092,6.0787,1.8758,,577.1008317,,0.4152,0.0037,0.4008,,173.23,58.62,8.82,,49.47,12.29,3.62,,114.61,,37.18,,63_26a,100.8kb,j_upper,m,DD1475
27.172,,5.126,6.094,1.369,,5.6472,6.2017,2.0058,,829.9174477,,0.5212,0.1077,0.6368,,165.54,59.84,9.46,,46.78,12.3,3.54,,105.7,,34.48,,63_26a,100.8kb,j_upper,m,DD1475
29.346,,5.198,6.089,1.304,,5.5922,6.3227,2.1078,,925.2587584,,0.3942,0.2337,0.8038,,186.49,59.86,9.38,,43.41,10.89,3.23,,126.63,,32.52,,63_26a,100.8kb,j_upper,m,DD1475
30.433,,5.205,5.846,1.328,,5.5392,6.2357,2.2068,,1017.764791,,0.3342,0.3897,0.8788,,186.24,59.51,9.22,,46.86,11.94,3.26,,126.73,,34.92,,63_26a,100.8kb,j_upper,m,DD1475
31.52,,5.082,5.854,1.393,,5.5502,6.0827,2.1848,,947.872444,,0.4682,0.2287,0.7918,,190.2,59.07,9.27,,47.45,13.15,3.64,,131.13,,34.3,,63_26a,100.8kb,j_upper,m,DD1475
32.606,,5.105,5.931,1.287,,5.4542,6.1657,2.2578,,1058.053576,,0.3492,0.2347,0.9708,,159.13,58.82,8.7,,54.09,13.71,3.87,,100.31,,40.38,,63_26a,100.8kb,j_upper,m,DD1475
33.693,,5.416,6.002,1.472,,5.5912,6.1467,2.1658,,730.0627165,,0.1752,0.1447,0.6938,,176.79,58.23,8.89,,45.24,11.51,3.27,,118.56,,33.73,,63_26a,100.8kb,j_upper,m,DD1475
34.78,,5.318,5.925,1.538,,5.5382,6.0127,2.0468,,561.2991805,,0.2202,0.0877,0.5088,,168.37,57.52,8.77,,55.82,11.38,3.35,,110.85,,44.44,,63_26a,100.8kb,j_upper,m,DD1475
35.867,,5.404,5.91,1.508,,5.5932,6.1067,2.0378,,595.9660812,,0.1892,0.1967,0.5298,,158.71,56.93,8.44,,43.97,11.96,3.16,,101.78,,32.01,,63_26a,100.8kb,j_upper,m,DD1475
36.954,,5.296,5.685,1.841,,5.6182,6.0437,1.9638,,497.5523792,,0.3222,0.3587,0.1228,,167.14,57.04,8.58,,44.04,12.66,3.34,,110.1,,31.38,,63_26a,100.8kb,j_upper,m,DD1475
38.041,,5.413,5.715,1.73,,5.4602,5.9627,2.1138,,459.2227891,,0.0472,0.2477,0.3838,,129.59,55.95,7.79,,49.1,10.87,3.53,,73.64,,38.23,,63_26a,100.8kb,j_upper,m,DD1475
39.128,,5.395,5.613,1.552,,5.4892,6.1547,1.9138,,658.1882481,,0.0942,0.5417,0.3618,,158.58,56.73,8.07,,37.57,9.35,2.84,,101.85,,28.22,,63_26a,100.8kb,j_upper,m,DD1475
42.388,,5.275,5.724,1.468,,5.5632,5.9037,1.8018,,476.2076963,,0.2882,0.1797,0.3338,,170.76,56.61,8.38,,50.65,14.72,3.55,,114.15,,35.93,,63_26a,100.8kb,j_upper,m,DD1475
43.475,,5.262,6.062,1.45,,5.3322,5.7957,1.8608,,494.5708948,,0.0702,-0.2663,0.4108,,184.05,57.67,9.05,,48.3,9.37,2.91,,126.38,,38.93,,63_26a,100.8kb,j_upper,m,DD1475
44.562,,5.208,5.906,1.326,,5.4472,5.9487,1.8958,,619.4448886,,0.2392,0.0427,0.5698,,162.53,55.89,8.37,,52.37,11.29,3.35,,106.64,,41.08,,63_26a,100.8kb,j_upper,m,DD1475
45.649,,5.126,5.681,1.689,,5.4962,5.9357,2.0388,,569.4560299,,0.3702,0.2547,0.3498,,169.65,55.95,8.71,,42.49,10.93,3.12,,113.7,,31.56,,63_26a,100.8kb,j_upper,m,DD1475
46.736,,5.187,5.649,1.705,,5.5182,5.8637,1.9348,,456.7248296,,0.3312,0.2147,0.2298,,165.44,55.5,8.37,,39.23,12.87,2.92,,109.94,,26.36,,63_26a,100.8kb,j_upper,m,DD1475
47.823,,5.194,5.718,1.646,,5.4222,6.0617,1.9988,,542.8377013,,0.2282,0.3437,0.3528,,154.35,56.15,8.44,,40.65,10.42,3.12,,98.2,,30.23,,63_26a,100.8kb,j_upper,m,DD1475
48.91,,5.213,5.667,1.391,,5.5272,6.0007,1.9208,,700.5464795,,0.3142,0.3337,0.5298,,162.67,55.5,8.15,,43.37,12.8,2.96,,107.17,,30.57,,63_26a,100.8kb,j_upper,m,DD1475
49.996,,5.165,5.905,1.489,,5.4832,5.8727,1.9688,,576.6303582,,0.3182,-0.0323,0.4798,,164.62,56.42,8.8,,41.97,7.95,2.77,,108.2,,34.02,,63_26a,100.8kb,j_upper,m,DD1475
51.083,,5.171,5.842,1.508,,5.5182,5.9007,1.6648,,385.4604649,,0.3472,0.0587,0.1568,,155.97,55.94,8.63,,50.99,12.53,3.49,,100.03,,38.46,,63_26a,100.8kb,j_upper,m,DD1475
52.17,,5.162,5.824,1.459,,5.4492,5.8667,1.7978,,446.1979045,,0.2872,0.0427,0.3388,,163.88,55.52,8.45,,48.35,8.25,2.94,,108.36,,40.1,,63_26a,100.8kb,j_upper,m,DD1475
54.344,,5.102,5.847,1.358,,5.5622,5.8997,1.7988,,639.4262819,,0.4602,0.0527,0.4408,,155.37,54.64,8.15,,40.8,10.81,2.81,,100.73,,29.99,,63_26a,100.8kb,j_upper,m,DD1475
55.431,,5.084,5.827,1.006,,5.6182,5.8567,1.8038,,960.5917811,,0.5342,0.0297,0.7978,,178.72,56.01,8.55,,43.83,11.53,2.88,,122.71,,32.3,,63_26a,100.8kb,j_upper,m,DD1475
56.518,,5.136,5.722,1.391,,5.5302,5.7937,1.7108,,512.6466327,,0.3942,0.0717,0.3198,,150.74,55.27,8.24,,42.75,8.31,2.86,,95.47,,34.44,,63_26a,100.8kb,j_upper,m,DD1475
57.605,,5.143,5.78,1.45,,5.5812,5.9077,1.7068,,523.7105785,,0.4382,0.1277,0.2568,,145.49,55.36,8.24,,49.45,11.74,3.1,,90.13,,37.71,,63_26a,100.8kb,j_upper,m,DD1475
58.691,,5.16,5.715,1.458,,5.5462,5.8567,1.5898,,431.9728811,,0.3862,0.1417,0.1318,,155.49,54.75,8.1,,41.68,9.88,2.88,,100.74,,31.8,,63_26a,100.8kb,j_upper,m,DD1475
59.778,,5.056,5.586,1.315,,5.6492,6.0577,1.9858,,1012.1066,,0.5932,0.4717,0.6708,,147.62,54.19,7.66,,40.11,9.78,2.79,,93.43,,30.33,,63_26a,100.8kb,j_upper,m,DD1475
60.865,,5.063,5.667,1.317,,5.6942,6.1347,1.9628,,1016.963308,,0.6312,0.4677,0.6458,,156.84,53.92,7.84,,41.09,10.09,2.79,,102.92,,31,,63_26a,100.8kb,j_upper,m,DD1475
61.952,,5.024,5.7,1.395,,5.6952,6.1787,1.6728,,869.9632004,,0.6712,0.4787,0.2778,,144.16,53.85,7.86,,30.11,8.53,2.39,,90.31,,21.58,,63_26a,100.8kb,j_upper,m,DD1475
63.039,,5.008,5.689,1.179,,5.7302,6.0497,1.4908,,865.3881037,,0.7222,0.3607,0.3118,,150.03,53.8,7.72,,39.65,9.21,2.5,,96.23,,30.44,,63_26a,100.8kb,j_upper,m,DD1475
64.126,,5.047,5.765,1.219,,5.6612,6.1217,1.5148,,769.3985768,,0.6142,0.3567,0.2958,,154.05,54.34,7.92,,40.1,9.52,2.81,,99.71,,30.58,,63_26a,100.8kb,j_upper,m,DD1475
69.56,,5.17,5.835,1.381,,5.6622,5.8737,1.3688,,493.8697905,,0.4922,0.0387,-0.0122,,145.97,53.69,7.67,,50.33,11.85,3.44,,92.28,,38.48,,63_26a,100.8kb,j_upper,m,DD1475
70.647,,5.183,5.924,1.367,,5.6042,5.7067,1.3928,,474.6518408,,0.4212,-0.2173,0.0258,,141.21,54.26,7.97,,45.56,12.96,3.17,,86.95,,32.6,,63_26a,100.8kb,j_upper,m,DD1475
71.734,,5.065,5.827,1.336,,5.6172,5.7617,1.5648,,601.2806084,,0.5522,-0.0653,0.2288,,129.58,54.16,7.68,,44.26,10.66,3,,75.42,,33.6,,63_26a,100.8kb,j_upper,m,DD1475
72.821,,5.132,5.8,1.254,,5.6842,5.6997,1.5238,,622.7174078,,0.5522,-0.1003,0.2698,,152.12,54.39,8.03,,52.21,10.92,2.97,,97.73,,41.29,,63_26a,100.8kb,j_upper,m,DD1475
73.908,,5.16,5.771,1.308,,5.6782,5.7177,1.5868,,590.8481785,,0.5182,-0.0533,0.2788,,152.3,54.42,8.09,,36.75,8.44,2.63,,97.88,,28.31,,63_26a,100.8kb,j_upper,m,DD1475
76.082,,5.295,5.687,1.462,,5.6812,5.7617,1.5878,,412.984467,,0.3862,0.0747,0.1258,,137.11,52.55,7.34,,42.29,10.78,2.99,,84.56,,31.51,,63_26a,100.8kb,j_upper,m,DD1475
77.168,,5.199,5.775,1.509,,5.7072,5.8227,1.5228,,510.6201817,,0.5082,0.0477,0.0138,,137.87,52.58,7.52,,35.61,7.21,2.36,,85.29,,28.4,,63_26a,100.8kb,j_upper,m,DD1475
78.255,,5.212,5.713,1.532,,5.6072,5.7477,1.6358,,410.0750785,,0.3952,0.0347,0.1038,,159.22,53.02,7.88,,39.96,9.97,2.67,,106.2,,29.99,,63_26a,100.8kb,j_upper,m,DD1475
79.342,,5.238,5.749,1.446,,5.6942,5.7327,1.4928,,458.8838306,,0.4562,-0.0163,0.0468,,153.66,52.41,7.62,,43.83,11.28,2.9,,101.25,,32.55,,63_26a,100.8kb,j_upper,m,DD1475
80.429,,5.26,5.826,1.566,,5.6862,5.8497,1.5128,,430.1608653,,0.4262,0.0237,-0.0532,,159.93,52.26,7.74,,43.11,11.32,2.77,,107.67,,31.79,,63_26a,100.8kb,j_upper,m,DD1475
81.516,,5.262,5.863,1.548,,5.6622,5.8647,1.5228,,400.9962219,,0.4002,0.0017,-0.0252,,150.98,52.64,7.69,,41.4,11.05,2.8,,98.34,,30.35,,63_26a,100.8kb,j_upper,m,DD1475
82.603,,5.293,5.737,1.482,,5.6782,5.8907,1.5248,,416.9347311,,0.3852,0.1537,0.0428,,146.42,52.58,7.61,,45.01,12.05,3.12,,93.84,,32.96,,63_26a,100.8kb,j_upper,m,DD1475
83.69,,5.306,5.821,1.472,,5.6792,5.8927,1.4458,,380.9272503,,0.3732,0.0717,-0.0262,,147.16,52.88,7.73,,34.56,6.56,2.31,,94.28,,28,,63_26a,100.8kb,j_upper,m,DD1475
84.777,,5.275,5.77,1.66,,5.5832,5.7377,1.4318,,384.8451247,,0.3082,-0.0323,-0.2282,,153.84,53.37,7.84,,33.37,8.94,2.58,,100.47,,24.43,,63_26a,100.8kb,j_upper,m,DD1475
89.124,,5.392,5.865,1.564,,5.4032,5.8857,1.1188,,445.8216796,,0.0112,0.0207,-0.4452,,146.11,52.38,7.5,,39.41,8.33,2.66,,93.73,,31.08,,63_26a,100.8kb,j_upper,m,DD1475
90.211,,5.363,5.707,1.723,,5.5242,5.7947,1.2218,,533.7397962,,0.1612,0.0877,-0.5012,,124.37,50.73,6.82,,38.7,7.31,2.43,,73.64,,31.39,,63_26a,100.8kb,j_upper,m,DD1475
91.298,,5.432,5.782,1.547,,5.6272,5.8637,1.4228,,245.3641579,,0.1952,0.0817,-0.1242,,130.22,50.81,6.76,,38.11,8.2,2.42,,79.41,,29.91,,63_26a,100.8kb,j_upper,m,DD1475
