Plate	Plate Column	Plate Row	Well	Well Number	Comments
experiment_26	8	3	C8	32	annotation coming soon
experiment_26	9	3	C9	33	annotation coming soon
experiment_26	10	3	C10	34	annotation coming soon
experiment_26	2	7	G2	74	annotation coming soon
experiment_26	3	7	G3	75	annotation coming soon
experiment_26	4	7	G4	76	annotation coming soon
experiment_26	5	7	G5	77	annotation coming soon
experiment_26	6	7	G6	78	annotation coming soon
experiment_26	7	7	G7	79	annotation coming soon
experiment_26	8	7	G8	80	annotation coming soon
experiment_26	9	7	G9	81	annotation coming soon
experiment_26	10	7	G10	82	annotation coming soon
experiment_27	2	6	F2	62	annotation coming soon
experiment_27	3	6	F3	63	annotation coming soon
experiment_27	4	6	F4	64	annotation coming soon
experiment_27	5	6	F5	65	annotation coming soon
experiment_27	6	6	F6	66	annotation coming soon
experiment_27	7	6	F7	67	annotation coming soon
experiment_27	8	6	F8	68	annotation coming soon
experiment_27	9	6	F9	69	annotation coming soon
experiment_27	10	6	F10	70	annotation coming soon
experiment_27	2	7	G2	74	annotation coming soon
experiment_27	3	7	G3	75	annotation coming soon
experiment_27	4	7	G4	76	annotation coming soon
experiment_27	5	7	G5	77	annotation coming soon
experiment_27	6	7	G6	78	annotation coming soon
experiment_27	7	7	G7	79	annotation coming soon
experiment_27	8	7	G8	80	annotation coming soon
experiment_27	9	7	G9	81	annotation coming soon
experiment_27	10	7	G10	82	annotation coming soon
experiment_28	2	3	C2	26	annotation coming soon
experiment_28	3	3	C3	27	annotation coming soon
experiment_28	4	3	C4	28	annotation coming soon
experiment_28	5	3	C5	29	annotation coming soon
experiment_28	6	3	C6	30	annotation coming soon
experiment_28	7	3	C7	31	annotation coming soon
experiment_28	8	3	C8	32	annotation coming soon
experiment_28	9	3	C9	33	annotation coming soon
experiment_28	10	3	C10	34	annotation coming soon
experiment_28	2	5	E2	50	annotation coming soon
experiment_28	3	5	E3	51	annotation coming soon
experiment_28	4	5	E4	52	annotation coming soon
experiment_28	5	5	E5	53	annotation coming soon
experiment_28	6	5	E6	54	annotation coming soon
experiment_28	7	5	E7	55	annotation coming soon
experiment_28	8	5	E8	56	annotation coming soon
experiment_28	9	5	E9	57	annotation coming soon
experiment_28	10	5	E10	58	annotation coming soon
experiment_29	2	5	E2	50	annotation coming soon
experiment_29	3	5	E3	51	annotation coming soon
experiment_29	4	5	E4	52	annotation coming soon
experiment_29	5	5	E5	53	annotation coming soon
experiment_29	6	5	E6	54	annotation coming soon
experiment_29	7	5	E7	55	annotation coming soon
experiment_29	8	5	E8	56	annotation coming soon
experiment_29	9	5	E9	57	annotation coming soon
experiment_29	10	5	E10	58	annotation coming soon
experiment_29	2	6	F2	62	annotation coming soon
experiment_29	3	6	F3	63	annotation coming soon
experiment_29	4	6	F4	64	annotation coming soon
experiment_29	5	6	F5	65	annotation coming soon
experiment_29	6	6	F6	66	annotation coming soon
experiment_29	7	6	F7	67	annotation coming soon
experiment_29	8	6	F8	68	annotation coming soon
experiment_29	9	6	F9	69	annotation coming soon
experiment_29	10	6	F10	70	annotation coming soon
experiment_3	1	3	C1	25	annotation coming soon
experiment_3	2	3	C2	26	annotation coming soon
experiment_3	3	3	C3	27	annotation coming soon
experiment_3	4	3	C4	28	annotation coming soon
experiment_3	5	3	C5	29	annotation coming soon
experiment_3	6	3	C6	30	annotation coming soon
experiment_3	7	3	C7	31	annotation coming soon
experiment_3	8	3	C8	32	annotation coming soon
experiment_3	9	3	C9	33	annotation coming soon
experiment_3	10	3	C10	34	annotation coming soon
experiment_3	11	3	C11	35	annotation coming soon
experiment_3	12	3	C12	36	annotation coming soon
experiment_3	1	4	D1	37	annotation coming soon
experiment_3	2	4	D2	38	annotation coming soon
experiment_3	3	4	D3	39	annotation coming soon
experiment_3	4	4	D4	40	annotation coming soon
experiment_3	5	4	D5	41	annotation coming soon
experiment_3	6	4	D6	42	annotation coming soon
experiment_3	7	4	D7	43	annotation coming soon
experiment_3	8	4	D8	44	annotation coming soon
experiment_3	9	4	D9	45	annotation coming soon
experiment_3	10	4	D10	46	annotation coming soon
experiment_3	11	4	D11	47	annotation coming soon
experiment_3	12	4	D12	48	annotation coming soon
experiment_30	2	2	B2	14	annotation coming soon
experiment_30	3	2	B3	15	annotation coming soon
experiment_30	4	2	B4	16	annotation coming soon
experiment_30	5	2	B5	17	annotation coming soon
experiment_30	6	2	B6	18	annotation coming soon
experiment_30	7	2	B7	19	annotation coming soon
experiment_30	8	2	B8	20	annotation coming soon
experiment_30	9	2	B9	21	annotation coming soon
experiment_30	10	2	B10	22	annotation coming soon
experiment_30	2	4	D2	38	annotation coming soon
experiment_30	3	4	D3	39	annotation coming soon
experiment_30	4	4	D4	40	annotation coming soon
experiment_30	5	4	D5	41	annotation coming soon
experiment_30	6	4	D6	42	annotation coming soon
experiment_30	7	4	D7	43	annotation coming soon
experiment_30	8	4	D8	44	annotation coming soon
experiment_30	9	4	D9	45	annotation coming soon
experiment_30	10	4	D10	46	annotation coming soon
experiment_30	2	5	E2	50	annotation coming soon
experiment_30	3	5	E3	51	annotation coming soon
experiment_30	4	5	E4	52	annotation coming soon
experiment_30	5	5	E5	53	annotation coming soon
experiment_30	6	5	E6	54	annotation coming soon
experiment_30	7	5	E7	55	annotation coming soon
experiment_30	8	5	E8	56	annotation coming soon
experiment_30	9	5	E9	57	annotation coming soon
experiment_30	10	5	E10	58	annotation coming soon
experiment_31	2	3	C2	26	annotation coming soon
experiment_31	3	3	C3	27	annotation coming soon
experiment_31	4	3	C4	28	annotation coming soon
experiment_31	5	3	C5	29	annotation coming soon
experiment_31	6	3	C6	30	annotation coming soon
experiment_31	7	3	C7	31	annotation coming soon
experiment_31	8	3	C8	32	annotation coming soon
experiment_31	9	3	C9	33	annotation coming soon
experiment_31	10	3	C10	34	annotation coming soon
experiment_31	2	4	D2	38	annotation coming soon
experiment_31	3	4	D3	39	annotation coming soon
experiment_31	4	4	D4	40	annotation coming soon
experiment_31	5	4	D5	41	annotation coming soon
experiment_31	6	4	D6	42	annotation coming soon
experiment_31	7	4	D7	43	annotation coming soon
experiment_31	8	4	D8	44	annotation coming soon
experiment_31	9	4	D9	45	annotation coming soon
experiment_31	10	4	D10	46	annotation coming soon
experiment_31	2	6	F2	62	annotation coming soon
experiment_31	3	6	F3	63	annotation coming soon
experiment_31	4	6	F4	64	annotation coming soon
experiment_31	5	6	F5	65	annotation coming soon
experiment_31	6	6	F6	66	annotation coming soon
experiment_31	7	6	F7	67	annotation coming soon
experiment_31	8	6	F8	68	annotation coming soon
experiment_31	9	6	F9	69	annotation coming soon
experiment_31	10	6	F10	70	annotation coming soon
experiment_32	2	2	B2	14	annotation coming soon
experiment_32	3	2	B3	15	annotation coming soon
experiment_32	4	2	B4	16	annotation coming soon
experiment_32	5	2	B5	17	annotation coming soon
experiment_32	6	2	B6	18	annotation coming soon
experiment_32	7	2	B7	19	annotation coming soon
experiment_32	8	2	B8	20	annotation coming soon
experiment_32	9	2	B9	21	annotation coming soon
experiment_32	10	2	B10	22	annotation coming soon
experiment_32	2	3	C2	26	annotation coming soon
experiment_32	3	3	C3	27	annotation coming soon
experiment_32	4	3	C4	28	annotation coming soon
experiment_32	5	3	C5	29	annotation coming soon
experiment_32	6	3	C6	30	annotation coming soon
experiment_32	7	3	C7	31	annotation coming soon
experiment_32	8	3	C8	32	annotation coming soon
experiment_32	9	3	C9	33	annotation coming soon
experiment_32	10	3	C10	34	annotation coming soon
experiment_32	2	5	E2	50	annotation coming soon
experiment_32	3	5	E3	51	annotation coming soon
experiment_32	4	5	E4	52	annotation coming soon
experiment_32	5	5	E5	53	annotation coming soon
experiment_32	6	5	E6	54	annotation coming soon
experiment_32	7	5	E7	55	annotation coming soon
experiment_32	8	5	E8	56	annotation coming soon
experiment_32	9	5	E9	57	annotation coming soon
experiment_32	10	5	E10	58	annotation coming soon
experiment_32	2	6	F2	62	annotation coming soon
experiment_32	3	6	F3	63	annotation coming soon
experiment_32	4	6	F4	64	annotation coming soon
experiment_32	5	6	F5	65	annotation coming soon
experiment_32	6	6	F6	66	annotation coming soon
experiment_32	7	6	F7	67	annotation coming soon
experiment_32	8	6	F8	68	annotation coming soon
experiment_32	9	6	F9	69	annotation coming soon
experiment_32	10	6	F10	70	annotation coming soon
experiment_32	2	7	G2	74	annotation coming soon
experiment_32	3	7	G3	75	annotation coming soon
experiment_32	4	7	G4	76	annotation coming soon
experiment_32	5	7	G5	77	annotation coming soon
experiment_32	6	7	G6	78	annotation coming soon
experiment_32	7	7	G7	79	annotation coming soon
experiment_32	8	7	G8	80	annotation coming soon
experiment_32	9	7	G9	81	annotation coming soon
experiment_32	10	7	G10	82	annotation coming soon
experiment_4	1	1	A1	1	annotation coming soon
experiment_4	2	1	A2	2	annotation coming soon
experiment_4	3	1	A3	3	annotation coming soon
experiment_4	4	1	A4	4	annotation coming soon
experiment_4	5	1	A5	5	annotation coming soon
experiment_4	6	1	A6	6	annotation coming soon
experiment_4	7	1	A7	7	annotation coming soon
experiment_4	8	1	A8	8	annotation coming soon
experiment_4	9	1	A9	9	annotation coming soon
experiment_4	10	1	A10	10	annotation coming soon
experiment_4	11	1	A11	11	annotation coming soon
experiment_4	12	1	A12	12	annotation coming soon
experiment_4	1	2	B1	13	annotation coming soon
experiment_4	2	2	B2	14	annotation coming soon
experiment_4	3	2	B3	15	annotation coming soon
experiment_4	4	2	B4	16	annotation coming soon
experiment_4	5	2	B5	17	annotation coming soon
experiment_4	6	2	B6	18	annotation coming soon
experiment_4	7	2	B7	19	annotation coming soon
experiment_4	8	2	B8	20	annotation coming soon
experiment_4	9	2	B9	21	annotation coming soon
experiment_4	10	2	B10	22	annotation coming soon
experiment_4	11	2	B11	23	annotation coming soon
experiment_4	12	2	B12	24	annotation coming soon
experiment_4	1	5	E1	49	annotation coming soon
experiment_4	2	5	E2	50	annotation coming soon
experiment_4	3	5	E3	51	annotation coming soon
experiment_4	4	5	E4	52	annotation coming soon
experiment_4	5	5	E5	53	annotation coming soon
experiment_4	6	5	E6	54	annotation coming soon
experiment_4	7	5	E7	55	annotation coming soon
experiment_4	8	5	E8	56	annotation coming soon
experiment_4	9	5	E9	57	annotation coming soon
experiment_4	10	5	E10	58	annotation coming soon
experiment_4	11	5	E11	59	annotation coming soon
experiment_4	12	5	E12	60	annotation coming soon
experiment_4	1	6	F1	61	annotation coming soon
experiment_4	2	6	F2	62	annotation coming soon
experiment_4	3	6	F3	63	annotation coming soon
experiment_4	4	6	F4	64	annotation coming soon
experiment_4	5	6	F5	65	annotation coming soon
experiment_4	6	6	F6	66	annotation coming soon
experiment_4	7	6	F7	67	annotation coming soon
experiment_4	8	6	F8	68	annotation coming soon
experiment_4	9	6	F9	69	annotation coming soon
experiment_4	10	6	F10	70	annotation coming soon
experiment_4	11	6	F11	71	annotation coming soon
experiment_4	12	6	F12	72	annotation coming soon
experiment_8	1	1	A1	1	annotation coming soon
experiment_8	2	1	A2	2	annotation coming soon
experiment_8	3	1	A3	3	annotation coming soon
experiment_8	4	1	A4	4	annotation coming soon
experiment_8	5	1	A5	5	annotation coming soon
experiment_8	6	1	A6	6	annotation coming soon
experiment_8	7	1	A7	7	annotation coming soon
experiment_8	8	1	A8	8	annotation coming soon
experiment_8	9	1	A9	9	annotation coming soon
experiment_8	1	2	B1	13	annotation coming soon
experiment_8	2	2	B2	14	annotation coming soon
experiment_8	3	2	B3	15	annotation coming soon
experiment_8	4	2	B4	16	annotation coming soon
experiment_8	5	2	B5	17	annotation coming soon
experiment_8	6	2	B6	18	annotation coming soon
experiment_8	7	2	B7	19	annotation coming soon
experiment_8	8	2	B8	20	annotation coming soon
experiment_8	9	2	B9	21	annotation coming soon
experiment_8	1	4	D1	37	annotation coming soon
experiment_8	2	4	D2	38	annotation coming soon
experiment_8	3	4	D3	39	annotation coming soon
experiment_8	4	4	D4	40	annotation coming soon
experiment_8	5	4	D5	41	annotation coming soon
experiment_8	6	4	D6	42	annotation coming soon
experiment_8	7	4	D7	43	annotation coming soon
experiment_8	8	4	D8	44	annotation coming soon
experiment_8	9	4	D9	45	annotation coming soon
