Replicate,Plate,Well,Entity Identifier,Entity Identifier Source Database,Entity Identifier Link Stem,Strain Name,Gene Symbol,Control Type,Control Comments
1,X_110508_S22,H9,SPBC13E7.06,Pombase,http://www.pombase.org/spombe/result/,msd1,msd1,,
1,X_110509_S25,A1,SPAC7D4.05,Pombase,http://www.pombase.org/spombe/result/,SPAC7D4.05,,,
1,X_110509_S25,A10,SPAC17G8.08c,Pombase,http://www.pombase.org/spombe/result/,SPAC17G8.08c,,,
1,X_110509_S25,A11,SPAC23A1.14c,Pombase,http://www.pombase.org/spombe/result/,SPAC23A1.14c,,,
1,X_110509_S25,A12,SPAC977.14c,Pombase,http://www.pombase.org/spombe/result/,SPAC977.14c,,,
1,X_110509_S25,A2,SPBC13G1.04c,Pombase,http://www.pombase.org/spombe/result/,abh1,abh1,,
1,X_110509_S25,A3,SPBC1921.04c,Pombase,http://www.pombase.org/spombe/result/,SPBC1921.04c,,,
1,X_110509_S25,A4,SPBC2G5.01,Pombase,http://www.pombase.org/spombe/result/,SPBC2G5.01,,,
1,X_110509_S25,A5,SPCC1795.06,Pombase,http://www.pombase.org/spombe/result/,map2,map2,,
1,X_110509_S25,A6,SPAC521.05,Pombase,http://www.pombase.org/spombe/result/,rps802,rps802,,
1,X_110509_S25,A7,SPAC21E11.04,Pombase,http://www.pombase.org/spombe/result/,aca1,aca1,,
1,X_110509_S25,A8,SPAC29B12.04,Pombase,http://www.pombase.org/spombe/result/,snz1,snz1,,
1,X_110509_S25,A9,SPCC24B10.02c,Pombase,http://www.pombase.org/spombe/result/,SPCC24B10.02c,,,
1,X_110509_S25,B1,SPAP8A3.07c,Pombase,http://www.pombase.org/spombe/result/,SPAP8A3.07c,,,
1,X_110509_S25,B10,SPAC18G6.01c,Pombase,http://www.pombase.org/spombe/result/,SPAC18G6.01c,,,
1,X_110509_S25,B11,SPAC24B11.09,Pombase,http://www.pombase.org/spombe/result/,mpc2,mpc2,,
1,X_110509_S25,B12,SPACUNK4.15,Pombase,http://www.pombase.org/spombe/result/,SPACUNK4.15,,,
1,X_110509_S25,B2,SPBC146.02,Pombase,http://www.pombase.org/spombe/result/,SPBC146.02,,,
1,X_110509_S25,B3,SPBC1921.06c,Pombase,http://www.pombase.org/spombe/result/,pvg3,pvg3,,
1,X_110509_S25,B4,SPBC2G5.03,Pombase,http://www.pombase.org/spombe/result/,ctu1,ctu1,,
1,X_110509_S25,B5,SPCC18B5.09c,Pombase,http://www.pombase.org/spombe/result/,SPCC18B5.09c,,,
1,X_110509_S25,B6,SPAC17C9.08,Pombase,http://www.pombase.org/spombe/result/,pnu1,pnu1,,
1,X_110509_S25,B7,SPAC1B3.11c,Pombase,http://www.pombase.org/spombe/result/,ypt4,ypt4,,
1,X_110509_S25,B8,SPAC4G9.12,Pombase,http://www.pombase.org/spombe/result/,SPAC4G9.12,,,
1,X_110509_S25,B9,SPCC338.04,Pombase,http://www.pombase.org/spombe/result/,cid2,cid2,,
1,X_110509_S25,C1,,,,DarkMal3,,technical control,dark control
1,X_110509_S25,C10,SPAC19G12.04,Pombase,http://www.pombase.org/spombe/result/,dal1,dal1,,
1,X_110509_S25,C11,SPAC31A2.13c,Pombase,http://www.pombase.org/spombe/result/,sft1,sft1,,
1,X_110509_S25,C12,SPAPB1A10.10c,Pombase,http://www.pombase.org/spombe/result/,ypt71,ypt71,,
1,X_110509_S25,C2,SPBC1683.10c,Pombase,http://www.pombase.org/spombe/result/,pcl1,pcl1,,
1,X_110509_S25,C3,SPBC1A4.04,Pombase,http://www.pombase.org/spombe/result/,SPBC1A4.04,,,
1,X_110509_S25,C4,SPBC530.03c,Pombase,http://www.pombase.org/spombe/result/,bag102,bag102,,
1,X_110509_S25,C5,SPCC285.10c,Pombase,http://www.pombase.org/spombe/result/,SPCC285.10c,,,
1,X_110509_S25,C6,SPBP35G2.07,Pombase,http://www.pombase.org/spombe/result/,ilv1,ilv1,,
1,X_110509_S25,C7,SPAC30D11.14c,Pombase,http://www.pombase.org/spombe/result/,SPAC30D11.14c,,,
1,X_110509_S25,C8,SPAC926.03,Pombase,http://www.pombase.org/spombe/result/,rlc1,rlc1,,
1,X_110509_S25,C9,SPAC1093.02,Pombase,http://www.pombase.org/spombe/result/,SPAC1093.02,,,
1,X_110509_S25,D1,SPAPB24D3.03,Pombase,http://www.pombase.org/spombe/result/,SPAPB24D3.03,,,
1,X_110509_S25,D10,SPAC1A6.07,Pombase,http://www.pombase.org/spombe/result/,sle1,sle1,,
1,X_110509_S25,D11,SPAC3G9.11c,Pombase,http://www.pombase.org/spombe/result/,SPAC3G9.11c,,,
1,X_110509_S25,D12,SPAPB21F2.02,Pombase,http://www.pombase.org/spombe/result/,SPAPB21F2.02,,,
1,X_110509_S25,D2,SPBC1685.04,Pombase,http://www.pombase.org/spombe/result/,SPBC1685.04,,,
1,X_110509_S25,D3,SPBC1E8.02,Pombase,http://www.pombase.org/spombe/result/,SPBC1E8.02,,,
1,X_110509_S25,D4,SPBP8B7.08c,Pombase,http://www.pombase.org/spombe/result/,ppm1,ppm1,,
1,X_110509_S25,D5,SPCC338.14,Pombase,http://www.pombase.org/spombe/result/,ado1,ado1,,
1,X_110509_S25,D6,SPCC364.02c,Pombase,http://www.pombase.org/spombe/result/,bis1,bis1,,
1,X_110509_S25,D7,SPAC25B8.08,Pombase,http://www.pombase.org/spombe/result/,SPAC25B8.08,,,
1,X_110509_S25,D8,SPBC1773.05c,Pombase,http://www.pombase.org/spombe/result/,tms1,tms1,,
1,X_110509_S25,D9,SPAC13D6.01,Pombase,http://www.pombase.org/spombe/result/,pof14,pof14,,
1,X_110509_S25,E1,SPAPB8E5.08,Pombase,http://www.pombase.org/spombe/result/,SPAPB8E5.08,,,
1,X_110509_S25,E10,SPAC1B3.06c,Pombase,http://www.pombase.org/spombe/result/,SPAC1B3.06c,,,
1,X_110509_S25,E11,SPAC3H5.11,Pombase,http://www.pombase.org/spombe/result/,SPAC3H5.11,,,
1,X_110509_S25,E12,SPBC11B10.10c,Pombase,http://www.pombase.org/spombe/result/,pht1,pht1,,
1,X_110509_S25,E2,SPBC1711.12,Pombase,http://www.pombase.org/spombe/result/,SPBC1711.12,,,
1,X_110509_S25,E3,SPBC24C6.10c,Pombase,http://www.pombase.org/spombe/result/,dip1,dip1,,
1,X_110509_S25,E4,SPCC1183.09c,Pombase,http://www.pombase.org/spombe/result/,pmp31,pmp31,,
1,X_110509_S25,E5,SPCC576.12c,Pombase,http://www.pombase.org/spombe/result/,mhf2,mhf2,,
1,X_110509_S25,E6,SPCC338.18,Pombase,http://www.pombase.org/spombe/result/,SPCC338.18,,,
1,X_110509_S25,E7,SPAC8C9.07,Pombase,http://www.pombase.org/spombe/result/,SPAC8C9.07,,,
1,X_110509_S25,E8,SPBC3H7.05c,Pombase,http://www.pombase.org/spombe/result/,SPBC3H7.05c,,,
1,X_110509_S25,E9,SPAC13D6.02c,Pombase,http://www.pombase.org/spombe/result/,byr3,byr3,,
1,X_110509_S25,F1,SPBC11G11.01,Pombase,http://www.pombase.org/spombe/result/,fis1,fis1,,
1,X_110509_S25,F10,SPAC20H4.03c,Pombase,http://www.pombase.org/spombe/result/,tfs1,tfs1,,
1,X_110509_S25,F11,SPAC630.06c,Pombase,http://www.pombase.org/spombe/result/,SPAC630.06c,,,
1,X_110509_S25,F12,SPBC12C2.09c,Pombase,http://www.pombase.org/spombe/result/,SPBC12C2.09c,,,
1,X_110509_S25,F2,SPBC1718.07c,Pombase,http://www.pombase.org/spombe/result/,zfs1,zfs1,,
1,X_110509_S25,F3,SPBC2F12.09c,Pombase,http://www.pombase.org/spombe/result/,atf21,atf21,,
1,X_110509_S25,F4,SPCC126.10,Pombase,http://www.pombase.org/spombe/result/,iah1,iah1,,
1,X_110509_S25,F5,SPCC663.09c,Pombase,http://www.pombase.org/spombe/result/,SPCC663.09c,,,
1,X_110509_S25,F6,SPCC1235.03,Pombase,http://www.pombase.org/spombe/result/,cue2,cue2,,
1,X_110509_S25,F7,SPAC1F12.07,Pombase,http://www.pombase.org/spombe/result/,SPAC1F12.07,,,
1,X_110509_S25,F8,SPBC3H7.14,Pombase,http://www.pombase.org/spombe/result/,mug176,mug176,,
1,X_110509_S25,F9,SPAC14C4.10c,Pombase,http://www.pombase.org/spombe/result/,SPAC14C4.10c,,,
1,X_110509_S25,G1,SPBC1271.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC1271.03c,,,
1,X_110509_S25,G10,SPAC22A12.03c,Pombase,http://www.pombase.org/spombe/result/,csn4,csn4,,
1,X_110509_S25,G11,SPAC8E11.01c,Pombase,http://www.pombase.org/spombe/result/,SPAC8E11.01c,,,
1,X_110509_S25,G12,SPBC13E7.07,Pombase,http://www.pombase.org/spombe/result/,SPBC13E7.07,,,
1,X_110509_S25,G2,SPBC18A7.01,Pombase,http://www.pombase.org/spombe/result/,SPBC18A7.01,,,
1,X_110509_S25,G3,SPBC2G2.07c,Pombase,http://www.pombase.org/spombe/result/,mug178,mug178,,
1,X_110509_S25,G4,SPCC1442.13c,Pombase,http://www.pombase.org/spombe/result/,SPCC1442.13c,,,
1,X_110509_S25,G5,SPCP20C8.02c,Pombase,http://www.pombase.org/spombe/result/,SPCP20C8.02c,,,
1,X_110509_S25,G6,SPCC1393.10,Pombase,http://www.pombase.org/spombe/result/,ctr4,ctr4,,
1,X_110509_S25,G7,SPAC1610.04,Pombase,http://www.pombase.org/spombe/result/,mug99,mug99,,
1,X_110509_S25,G8,SPBC428.02c,Pombase,http://www.pombase.org/spombe/result/,eca39,eca39,,
1,X_110509_S25,G9,SPAC167.06c,Pombase,http://www.pombase.org/spombe/result/,mug143,mug143,,
1,X_110509_S25,H1,SPBC1347.13c,Pombase,http://www.pombase.org/spombe/result/,SPBC1347.13c,,,
1,X_110509_S25,H10,SPAC22E12.05c,Pombase,http://www.pombase.org/spombe/result/,rer1,rer1,,
1,X_110509_S25,H11,SPAC9.08c,Pombase,http://www.pombase.org/spombe/result/,SPAC9.08c,,,
1,X_110509_S25,H12,,,,Empty,,empty,
1,X_110509_S25,H2,SPAC18G6.15,Pombase,http://www.pombase.org/spombe/result/,mal3,mal3,negative control,negative control (mal3)
1,X_110509_S25,H3,,,,MS1404,,positive control,positive control (wild-type)
1,X_110509_S25,H4,SPCC16A11.15c,Pombase,http://www.pombase.org/spombe/result/,SPCC16A11.15c,,,
1,X_110509_S25,H5,SPCPB1C11.01,Pombase,http://www.pombase.org/spombe/result/,amt1,amt1,,
1,X_110509_S25,H6,SPAC1F7.10,Pombase,http://www.pombase.org/spombe/result/,SPAC1F7.10,,,
1,X_110509_S25,H7,SPAC18B11.03c,Pombase,http://www.pombase.org/spombe/result/,SPAC18B11.03c,,,
1,X_110509_S25,H8,SPCC16C4.17,Pombase,http://www.pombase.org/spombe/result/,mug123,mug123,,
1,X_110509_S25,H9,SPAC1783.06c,Pombase,http://www.pombase.org/spombe/result/,atg12,atg12,,
1,X_110509_S26,A1,SPBC15C4.06c,Pombase,http://www.pombase.org/spombe/result/,SPBC15C4.06c,,,
1,X_110509_S26,A10,SPAC3F10.04,Pombase,http://www.pombase.org/spombe/result/,gsa1,gsa1,,
1,X_110509_S26,A11,SPAC1782.02c,Pombase,http://www.pombase.org/spombe/result/,SPAC1782.02c,,,
1,X_110509_S26,A12,SPBC3E7.02c,Pombase,http://www.pombase.org/spombe/result/,hsp16,hsp16,,
1,X_110509_S26,A2,SPCC622.15c,Pombase,http://www.pombase.org/spombe/result/,SPCC622.15c,,,
1,X_110509_S26,A3,SPAC3A11.11c,Pombase,http://www.pombase.org/spombe/result/,SPAC3A11.11c,,,
1,X_110509_S26,A4,SPBP35G2.04c,Pombase,http://www.pombase.org/spombe/result/,SPBP35G2.04c,,,
1,X_110509_S26,A5,SPBC13A2.04c,Pombase,http://www.pombase.org/spombe/result/,ptr2,ptr2,,
1,X_110509_S26,A6,SPAC1610.02c,Pombase,http://www.pombase.org/spombe/result/,SPAC1610.02c,,,
1,X_110509_S26,A7,SPAC24C9.16c,Pombase,http://www.pombase.org/spombe/result/,cox8,cox8,,
1,X_110509_S26,A8,SPBC19G7.09,Pombase,http://www.pombase.org/spombe/result/,ulp1,ulp1,,
1,X_110509_S26,A9,SPCC1620.13,Pombase,http://www.pombase.org/spombe/result/,SPCC1620.13,,,
1,X_110509_S26,B1,SPBC16C6.04,Pombase,http://www.pombase.org/spombe/result/,dbl6,dbl6,,
1,X_110509_S26,B10,SPAC3A12.13c,Pombase,http://www.pombase.org/spombe/result/,SPAC3A12.13c,,,
1,X_110509_S26,B11,SPAC4C5.03,Pombase,http://www.pombase.org/spombe/result/,SPAC4C5.03,,,
1,X_110509_S26,B12,SPAC1783.08c,Pombase,http://www.pombase.org/spombe/result/,rpl1502,rpl1502,,
1,X_110509_S26,B2,SPCC663.11,Pombase,http://www.pombase.org/spombe/result/,saf1,saf1,,
1,X_110509_S26,B3,SPAC19A8.14,Pombase,http://www.pombase.org/spombe/result/,SPAC19A8.14,,,
1,X_110509_S26,B4,SPBC1289.06c,Pombase,http://www.pombase.org/spombe/result/,ppr8,ppr8,,
1,X_110509_S26,B5,SPCC1739.04c,Pombase,http://www.pombase.org/spombe/result/,SPCC1739.04c,,,
1,X_110509_S26,B6,SPAC16A10.03c,Pombase,http://www.pombase.org/spombe/result/,SPAC16A10.03c,,,
1,X_110509_S26,B7,SPAC3H1.14,Pombase,http://www.pombase.org/spombe/result/,SPAC3H1.14,,,
1,X_110509_S26,B8,SPBC21C3.20c,Pombase,http://www.pombase.org/spombe/result/,git1,git1,,
1,X_110509_S26,B9,SPCC1739.07,Pombase,http://www.pombase.org/spombe/result/,cti1,cti1,,
1,X_110509_S26,C1,SPBC215.03c,Pombase,http://www.pombase.org/spombe/result/,csn1,csn1,,
1,X_110509_S26,C10,SPAC8C9.10c,Pombase,http://www.pombase.org/spombe/result/,rrp14,rrp14,,
1,X_110509_S26,C11,SPBC18H10.08c,Pombase,http://www.pombase.org/spombe/result/,ubp4,ubp4,,
1,X_110509_S26,C12,SPAC17A5.05c,Pombase,http://www.pombase.org/spombe/result/,SPAC17A5.05c,,,
1,X_110509_S26,C2,,,,DarkMal3,,technical control,dark control
1,X_110509_S26,C3,SPBC14C8.11c,Pombase,http://www.pombase.org/spombe/result/,SPBC14C8.11c,,,
1,X_110509_S26,C4,SPBC31F10.17c,Pombase,http://www.pombase.org/spombe/result/,SPBC31F10.17c,,,
1,X_110509_S26,C5,SPCC4G3.17,Pombase,http://www.pombase.org/spombe/result/,SPCC4G3.17,,,
1,X_110509_S26,C6,SPAC16E8.01,Pombase,http://www.pombase.org/spombe/result/,shd1,shd1,,
1,X_110509_S26,C7,SPAC3H8.04,Pombase,http://www.pombase.org/spombe/result/,SPAC3H8.04,,,
1,X_110509_S26,C8,SPBC8D2.11,Pombase,http://www.pombase.org/spombe/result/,SPBC8D2.11,,,
1,X_110509_S26,C9,SPCC1840.08c,Pombase,http://www.pombase.org/spombe/result/,pdi5,pdi5,,
1,X_110509_S26,D1,SPBC24C6.08c,Pombase,http://www.pombase.org/spombe/result/,bhd1,bhd1,,
1,X_110509_S26,D10,SPBC1105.13c,Pombase,http://www.pombase.org/spombe/result/,SPBC1105.13c,,,
1,X_110509_S26,D11,SPBC21D10.10,Pombase,http://www.pombase.org/spombe/result/,bdc1,bdc1,,
1,X_110509_S26,D12,SPAC17A5.14,Pombase,http://www.pombase.org/spombe/result/,exo2,exo2,,
1,X_110509_S26,D2,SPCC663.13c,Pombase,http://www.pombase.org/spombe/result/,naa50,naa50,,
1,X_110509_S26,D3,SPAC6G10.11c,Pombase,http://www.pombase.org/spombe/result/,ubi3,ubi3,,
1,X_110509_S26,D4,SPCPB16A4.04c,Pombase,http://www.pombase.org/spombe/result/,trm8,trm8,,
1,X_110509_S26,D5,SPAC13C5.04,Pombase,http://www.pombase.org/spombe/result/,SPAC13C5.04,,,
1,X_110509_S26,D6,SPAC17C9.14,Pombase,http://www.pombase.org/spombe/result/,SPAC17C9.14,,,
1,X_110509_S26,D7,SPAC4D7.07c,Pombase,http://www.pombase.org/spombe/result/,SPAC4D7.07c,,,
1,X_110509_S26,D8,SPBC902.03,Pombase,http://www.pombase.org/spombe/result/,SPBC902.03,,,
1,X_110509_S26,D9,SPCC645.12c,Pombase,http://www.pombase.org/spombe/result/,SPCC645.12c,,,
1,X_110509_S26,E1,SPBC25H2.09,Pombase,http://www.pombase.org/spombe/result/,SPBC25H2.09,,,
1,X_110509_S26,E10,SPBC1685.02c,Pombase,http://www.pombase.org/spombe/result/,rps1202,rps1202,,
1,X_110509_S26,E11,SPBC336.05c,Pombase,http://www.pombase.org/spombe/result/,SPBC336.05c,,,
1,X_110509_S26,E12,SPAC17C9.10,Pombase,http://www.pombase.org/spombe/result/,stm1,stm1,,
1,X_110509_S26,E2,SPCC70.03c,Pombase,http://www.pombase.org/spombe/result/,SPCC70.03c,,,
1,X_110509_S26,E3,SPAC4G9.16c,Pombase,http://www.pombase.org/spombe/result/,rpl901,rpl901,,
1,X_110509_S26,E4,SPAC664.04c,Pombase,http://www.pombase.org/spombe/result/,rps1602,rps1602,,
1,X_110509_S26,E5,SPAC13D6.04c,Pombase,http://www.pombase.org/spombe/result/,btb3,btb3,,
1,X_110509_S26,E6,SPAC17C9.15c,Pombase,http://www.pombase.org/spombe/result/,SPAC17C9.15c,,,
1,X_110509_S26,E7,SPAC823.09c,Pombase,http://www.pombase.org/spombe/result/,SPAC823.09c,,,
1,X_110509_S26,E8,SPBP35G2.12,Pombase,http://www.pombase.org/spombe/result/,SPBP35G2.12,,,
1,X_110509_S26,E9,SPCC830.08c,Pombase,http://www.pombase.org/spombe/result/,yop1,yop1,,
1,X_110509_S26,F1,SPBC83.16c,Pombase,http://www.pombase.org/spombe/result/,SPBC83.16c,,,
1,X_110509_S26,F10,SPCC1827.03c,Pombase,http://www.pombase.org/spombe/result/,SPCC1827.03c,,,
1,X_110509_S26,F11,SPCC417.02,Pombase,http://www.pombase.org/spombe/result/,dad5,dad5,,
1,X_110509_S26,F12,SPAC186.03,Pombase,http://www.pombase.org/spombe/result/,SPAC186.03,,,
1,X_110509_S26,F2,SPCC736.02,Pombase,http://www.pombase.org/spombe/result/,SPCC736.02,,,
1,X_110509_S26,F3,SPBC17D11.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC17D11.03c,,,
1,X_110509_S26,F4,SPAC31A2.12,Pombase,http://www.pombase.org/spombe/result/,SPAC31A2.12,,,
1,X_110509_S26,F5,SPAC13G6.14,Pombase,http://www.pombase.org/spombe/result/,aps1,aps1,,
1,X_110509_S26,F6,SPAC17G6.08,Pombase,http://www.pombase.org/spombe/result/,pep7,pep7,,
1,X_110509_S26,F7,SPBC1604.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC1604.03c,,,
1,X_110509_S26,F8,SPCC13B11.03c,Pombase,http://www.pombase.org/spombe/result/,SPCC13B11.03c,,,
1,X_110509_S26,F9,SPAC23C11.07,Pombase,http://www.pombase.org/spombe/result/,SPAC23C11.07,,,
1,X_110509_S26,G1,SPBP4H10.05c,Pombase,http://www.pombase.org/spombe/result/,spe2,spe2,,
1,X_110509_S26,G10,SPAC1039.08,Pombase,http://www.pombase.org/spombe/result/,SPAC1039.08,,,
1,X_110509_S26,G11,SPCC594.06c,Pombase,http://www.pombase.org/spombe/result/,SPCC594.06c,,,
1,X_110509_S26,G12,SPAC1F12.04c,Pombase,http://www.pombase.org/spombe/result/,SPAC1F12.04c,,,
1,X_110509_S26,G2,SPCC965.07c,Pombase,http://www.pombase.org/spombe/result/,gst2,gst2,,
1,X_110509_S26,G3,SPBC902.05c,Pombase,http://www.pombase.org/spombe/result/,idh2,idh2,,
1,X_110509_S26,G4,SPAC18G6.12c,Pombase,http://www.pombase.org/spombe/result/,SPAC18G6.12c,,,
1,X_110509_S26,G5,SPAC13G7.06,Pombase,http://www.pombase.org/spombe/result/,met16,met16,,
1,X_110509_S26,G6,SPAC1834.08,Pombase,http://www.pombase.org/spombe/result/,mak1,mak1,,
1,X_110509_S26,G7,SPBC1711.06,Pombase,http://www.pombase.org/spombe/result/,rpl401,rpl401,,
1,X_110509_S26,G8,SPCC1442.04c,Pombase,http://www.pombase.org/spombe/result/,SPCC1442.04c,,,
1,X_110509_S26,G9,SPAC3H1.04c,Pombase,http://www.pombase.org/spombe/result/,mdm31,mdm31,,
1,X_110509_S26,H1,SPCC191.05c,Pombase,http://www.pombase.org/spombe/result/,SPCC191.05c,,,
1,X_110509_S26,H10,SPBC17G9.09,Pombase,http://www.pombase.org/spombe/result/,tif213,tif213,,
1,X_110509_S26,H11,SPCP20C8.01c,Pombase,http://www.pombase.org/spombe/result/,SPCP20C8.01c,,,
1,X_110509_S26,H12,,,,Empty,,empty,
1,X_110509_S26,H2,SPAC18G6.15,Pombase,http://www.pombase.org/spombe/result/,mal3,mal3,negative control,negative control (mal3)
1,X_110509_S26,H3,,,,MS1404,,positive control,positive control (wild-type)
1,X_110509_S26,H4,SPAC869.08,Pombase,http://www.pombase.org/spombe/result/,pcm2,pcm2,,
1,X_110509_S26,H5,SPAC13G7.12c,Pombase,http://www.pombase.org/spombe/result/,SPAC13G7.12c,,,
1,X_110509_S26,H6,SPAC19D5.06c,Pombase,http://www.pombase.org/spombe/result/,din1,din1,,
1,X_110509_S26,H7,SPBC18E5.09c,Pombase,http://www.pombase.org/spombe/result/,SPBC18E5.09c,,,
1,X_110509_S26,H8,SPCC1450.06c,Pombase,http://www.pombase.org/spombe/result/,grx3,grx3,,
1,X_110509_S26,H9,SPAC57A10.07,Pombase,http://www.pombase.org/spombe/result/,SPAC57A10.07,,,
1,X_110511_S29,A1,SPCC790.02,Pombase,http://www.pombase.org/spombe/result/,pep3,pep3,,
1,X_110511_S29,A10,SPAC15F9.01c,Pombase,http://www.pombase.org/spombe/result/,SPAC15F9.01c,,,
1,X_110511_S29,A11,SPBC3H7.09,Pombase,http://www.pombase.org/spombe/result/,erf2,erf2,,
1,X_110511_S29,A12,SPAC10F6.17c,Pombase,http://www.pombase.org/spombe/result/,SPAC10F6.17c,,,
1,X_110511_S29,A2,SPBC4C3.09,Pombase,http://www.pombase.org/spombe/result/,SPBC4C3.09,,,
1,X_110511_S29,A3,SPBC1709.01,Pombase,http://www.pombase.org/spombe/result/,chs2,chs2,,
1,X_110511_S29,A4,SPBC29B5.01,Pombase,http://www.pombase.org/spombe/result/,atf1,atf1,,
1,X_110511_S29,A5,SPAC1952.08c,Pombase,http://www.pombase.org/spombe/result/,SPAC1952.08c,,,
1,X_110511_S29,A6,SPBC19C7.05,Pombase,http://www.pombase.org/spombe/result/,SPBC19C7.05,,,
1,X_110511_S29,A7,SPAC227.17c,Pombase,http://www.pombase.org/spombe/result/,SPAC227.17c,,,
1,X_110511_S29,A8,SPBC11B10.08,Pombase,http://www.pombase.org/spombe/result/,SPBC11B10.08,,,
1,X_110511_S29,A9,SPCC320.06,Pombase,http://www.pombase.org/spombe/result/,SPCC320.06,,,
1,X_110511_S29,B1,SPCP31B10.02,Pombase,http://www.pombase.org/spombe/result/,SPCP31B10.02,,,
1,X_110511_S29,B10,SPAC23H3.06,Pombase,http://www.pombase.org/spombe/result/,apl6,apl6,,
1,X_110511_S29,B11,SPBC839.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC839.03c,,,
1,X_110511_S29,B12,SPAC27E2.11c,Pombase,http://www.pombase.org/spombe/result/,SPAC27E2.11c,,,
1,X_110511_S29,B2,SPAC10F6.07c,Pombase,http://www.pombase.org/spombe/result/,mug94,mug94,,
1,X_110511_S29,B3,SPBC215.14c,Pombase,http://www.pombase.org/spombe/result/,vps20,vps20,,
1,X_110511_S29,B4,SPAC6G9.16c,Pombase,http://www.pombase.org/spombe/result/,SPAC6G9.16c,,,
1,X_110511_S29,B5,SPAC23G3.04,Pombase,http://www.pombase.org/spombe/result/,ies4,ies4,,
1,X_110511_S29,B6,SPBC4F6.08c,Pombase,http://www.pombase.org/spombe/result/,mrpl39,mrpl39,,
1,X_110511_S29,B7,SPBC18E5.04,Pombase,http://www.pombase.org/spombe/result/,rpl1001,rpl1001,,
1,X_110511_S29,B8,SPBC2G2.10c,Pombase,http://www.pombase.org/spombe/result/,mug110,mug110,,
1,X_110511_S29,B9,SPAC2E1P5.02c,Pombase,http://www.pombase.org/spombe/result/,mug109,mug109,,
1,X_110511_S29,C1,SPAC8F11.02c,Pombase,http://www.pombase.org/spombe/result/,dph3,dph3,,
1,X_110511_S29,C10,SPAC25H1.09,Pombase,http://www.pombase.org/spombe/result/,mde5,mde5,,
1,X_110511_S29,C11,SPBC947.03c,Pombase,http://www.pombase.org/spombe/result/,naa38,naa38,,
1,X_110511_S29,C12,SPAC29E6.05c,Pombase,http://www.pombase.org/spombe/result/,mxr1,mxr1,,
1,X_110511_S29,C2,SPAC139.02c,Pombase,http://www.pombase.org/spombe/result/,oac1,oac1,,
1,X_110511_S29,C3,SPBC23G7.14,Pombase,http://www.pombase.org/spombe/result/,SPBC23G7.14,,,
1,X_110511_S29,C4,SPAC3A11.14c,Pombase,http://www.pombase.org/spombe/result/,pkl1,pkl1,,
1,X_110511_S29,C5,,,,DarkMal3,,technical control,dark control
1,X_110511_S29,C6,SPBC776.04,Pombase,http://www.pombase.org/spombe/result/,sec2302,sec2302,,
1,X_110511_S29,C7,SPBC3B8.08,Pombase,http://www.pombase.org/spombe/result/,SPBC3B8.08,,,
1,X_110511_S29,C8,SPBC365.11,Pombase,http://www.pombase.org/spombe/result/,SPBC365.11,,,
1,X_110511_S29,C9,SPAC1F5.05c,Pombase,http://www.pombase.org/spombe/result/,mso1,mso1,,
1,X_110511_S29,D1,SPBC16E9.06c,Pombase,http://www.pombase.org/spombe/result/,uvi31,uvi31,,
1,X_110511_S29,D10,SPAC32A11.01,Pombase,http://www.pombase.org/spombe/result/,mug8,mug8,,
1,X_110511_S29,D11,SPCC569.04,Pombase,http://www.pombase.org/spombe/result/,SPCC569.04,,,
1,X_110511_S29,D12,SPAC31G5.18c,Pombase,http://www.pombase.org/spombe/result/,sde2,sde2,,
1,X_110511_S29,D2,SPAC824.05,Pombase,http://www.pombase.org/spombe/result/,vps16,vps16,,
1,X_110511_S29,D3,SPBC651.06,Pombase,http://www.pombase.org/spombe/result/,mug166,mug166,,
1,X_110511_S29,D4,SPAC11D3.01c,Pombase,http://www.pombase.org/spombe/result/,SPAC11D3.01c,,,
1,X_110511_S29,D5,SPAC4G9.10,Pombase,http://www.pombase.org/spombe/result/,arg3,arg3,,
1,X_110511_S29,D6,SPBC8D2.16c,Pombase,http://www.pombase.org/spombe/result/,SPBC8D2.16c,,,
1,X_110511_S29,D7,SPBC106.08c,Pombase,http://www.pombase.org/spombe/result/,mug2,mug2,,
1,X_110511_S29,D8,SPBC4B4.03,Pombase,http://www.pombase.org/spombe/result/,rsc1,rsc1,,
1,X_110511_S29,D9,SPAC22A12.02c,Pombase,http://www.pombase.org/spombe/result/,mug103,mug103,,
1,X_110511_S29,E1,SPAC4H3.05,Pombase,http://www.pombase.org/spombe/result/,srs2,srs2,,
1,X_110511_S29,E10,SPAC3A12.10,Pombase,http://www.pombase.org/spombe/result/,rpl2001,rpl2001,,
1,X_110511_S29,E11,SPCPB16A4.06c,Pombase,http://www.pombase.org/spombe/result/,SPCPB16A4.06c,,,
1,X_110511_S29,E12,SPAPB1A10.09,Pombase,http://www.pombase.org/spombe/result/,ase1,ase1,,
1,X_110511_S29,E2,SPAP27G11.12,Pombase,http://www.pombase.org/spombe/result/,SPAP27G11.12,,,
1,X_110511_S29,E3,SPBPB2B2.07c,Pombase,http://www.pombase.org/spombe/result/,SPBPB2B2.07c,,,
