Replicate,Plate,Well,Entity Identifier,Entity Identifier Source Database,Entity Identifier Link Stem,Strain Name,Gene Symbol,Control Type,Control Comments
1,X_110401_S15,G8,SPCC126.04c,Pombase,http://www.pombase.org/spombe/result/,sgf73,sgf73,,
1,X_110401_S15,G9,SPCC16C4.06c,Pombase,http://www.pombase.org/spombe/result/,pus3,pus3,,
1,X_110401_S15,H1,SPBC1921.03c,Pombase,http://www.pombase.org/spombe/result/,mex67,mex67,,
1,X_110401_S15,H10,SPCC188.09c,Pombase,http://www.pombase.org/spombe/result/,pfl4,pfl4,,
1,X_110401_S15,H11,SPCC584.01c,Pombase,http://www.pombase.org/spombe/result/,SPCC584.01c,,,
1,X_110401_S15,H12,,,,Empty,,empty,
1,X_110401_S15,H2,,,,Empty,,empty,
1,X_110401_S15,H3,,,,Empty,,empty,
1,X_110401_S15,H4,SPBC354.08c,Pombase,http://www.pombase.org/spombe/result/,SPBC354.08c,,,
1,X_110401_S15,H5,SPBC530.05,Pombase,http://www.pombase.org/spombe/result/,prt1,prt1,,
1,X_110401_S15,H6,SPBC839.06,Pombase,http://www.pombase.org/spombe/result/,cta3,cta3,,
1,X_110401_S15,H7,SPBPB7E8.01,Pombase,http://www.pombase.org/spombe/result/,SPBPB7E8.01,,,
1,X_110401_S15,H8,SPCC126.09,Pombase,http://www.pombase.org/spombe/result/,zip2,zip2,,
1,X_110401_S15,H9,SPCC1739.10,Pombase,http://www.pombase.org/spombe/result/,mug33,mug33,,
1,X_110401_S16,A1,SPAC20G4.08,Pombase,http://www.pombase.org/spombe/result/,pdc1,pdc1,,
1,X_110401_S16,A10,SPBC8E4.04,Pombase,http://www.pombase.org/spombe/result/,SPBC8E4.04,,,
1,X_110401_S16,A11,SPAC13F5.04c,Pombase,http://www.pombase.org/spombe/result/,vta1,vta1,,
1,X_110401_S16,A12,SPAC1639.01c,Pombase,http://www.pombase.org/spombe/result/,SPAC1639.01c,,,
1,X_110401_S16,A2,SPCC188.07,Pombase,http://www.pombase.org/spombe/result/,ccq1,ccq1,,
1,X_110401_S16,A3,SPAC13A11.06,Pombase,http://www.pombase.org/spombe/result/,SPAC13A11.06,,,
1,X_110401_S16,A4,SPAC4D7.10c,Pombase,http://www.pombase.org/spombe/result/,spt20,spt20,,
1,X_110401_S16,A5,SPBC32H8.07,Pombase,http://www.pombase.org/spombe/result/,git5,git5,,
1,X_110401_S16,A6,SPAC1006.04c,Pombase,http://www.pombase.org/spombe/result/,mcp3,mcp3,,
1,X_110401_S16,A7,SPAC8E11.05c,Pombase,http://www.pombase.org/spombe/result/,SPAC8E11.05c,,,
1,X_110401_S16,A8,SPBC3E7.15c,Pombase,http://www.pombase.org/spombe/result/,lac1,lac1,,
1,X_110401_S16,A9,SPCC364.07,Pombase,http://www.pombase.org/spombe/result/,ser3,ser3,,
1,X_110401_S16,B1,SPAC1B3.08,Pombase,http://www.pombase.org/spombe/result/,SPAC1B3.08,,,
1,X_110401_S16,B10,SPAC1071.05,Pombase,http://www.pombase.org/spombe/result/,SPAC1071.05,,,
1,X_110401_S16,B11,SPAC13G7.04c,Pombase,http://www.pombase.org/spombe/result/,mac1,mac1,,
1,X_110401_S16,B12,SPAC1687.09,Pombase,http://www.pombase.org/spombe/result/,SPAC1687.09,,,
1,X_110401_S16,B2,SPCC550.07,Pombase,http://www.pombase.org/spombe/result/,SPCC550.07,,,
1,X_110401_S16,B3,SPBC21C3.02c,Pombase,http://www.pombase.org/spombe/result/,dep1,dep1,,
1,X_110401_S16,B4,,,,Empty,,empty,
1,X_110401_S16,B5,SPAC11G7.06c,Pombase,http://www.pombase.org/spombe/result/,mug132,mug132,,
1,X_110401_S16,B6,SPAC1B3.10c,Pombase,http://www.pombase.org/spombe/result/,SPAC1B3.10c,,,
1,X_110401_S16,B7,SPBC12C2.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC12C2.03c,,,
1,X_110401_S16,B8,SPBC4.06,Pombase,http://www.pombase.org/spombe/result/,SPBC4.06,,,
1,X_110401_S16,B9,SPCC548.07c,Pombase,http://www.pombase.org/spombe/result/,ght1,ght1,,
1,X_110401_S16,C1,SPAC1F5.07c,Pombase,http://www.pombase.org/spombe/result/,hem14,hem14,,
1,X_110401_S16,C10,SPAC110.02,Pombase,http://www.pombase.org/spombe/result/,pds5,pds5,,
1,X_110401_S16,C11,SPAC13G7.05,Pombase,http://www.pombase.org/spombe/result/,are1,are1,,
1,X_110401_S16,C12,SPAC1687.13c,Pombase,http://www.pombase.org/spombe/result/,csn5,csn5,,
1,X_110401_S16,C2,SPAC25G10.04c,Pombase,http://www.pombase.org/spombe/result/,rec10,rec10,,
1,X_110401_S16,C3,SPBC2A9.11c,Pombase,http://www.pombase.org/spombe/result/,iss9,iss9,,
1,X_110401_S16,C4,SPAC4F10.16c,Pombase,http://www.pombase.org/spombe/result/,SPAC4F10.16c,,,
1,X_110401_S16,C5,SPAC1556.02c,Pombase,http://www.pombase.org/spombe/result/,sdh1,sdh1,,
1,X_110401_S16,C6,SPAC1639.02c,Pombase,http://www.pombase.org/spombe/result/,trk2,trk2,,
1,X_110401_S16,C7,SPBC1652.01,Pombase,http://www.pombase.org/spombe/result/,SPBC1652.01,,,
1,X_110401_S16,C8,SPBC409.10,Pombase,http://www.pombase.org/spombe/result/,ade7,ade7,,
1,X_110401_S16,C9,SPCC584.15c,Pombase,http://www.pombase.org/spombe/result/,SPCC584.15c,,,
1,X_110401_S16,D1,SPAC1952.15c,Pombase,http://www.pombase.org/spombe/result/,rec24,rec24,,
1,X_110401_S16,D10,SPAC11D3.06,Pombase,http://www.pombase.org/spombe/result/,SPAC11D3.06,,,
1,X_110401_S16,D11,SPAC13G7.13c,Pombase,http://www.pombase.org/spombe/result/,msa1,msa1,,
1,X_110401_S16,D12,SPAC16E8.13,Pombase,http://www.pombase.org/spombe/result/,SPAC16E8.13,,,
1,X_110401_S16,D2,SPAC1F3.10c,Pombase,http://www.pombase.org/spombe/result/,Oct-01,Oct-01,,
1,X_110401_S16,D3,SPBC725.07,Pombase,http://www.pombase.org/spombe/result/,pex5,pex5,,
1,X_110401_S16,D4,SPAC26F1.14c,Pombase,http://www.pombase.org/spombe/result/,aif1,aif1,,
1,X_110401_S16,D5,SPAC29B12.02c,Pombase,http://www.pombase.org/spombe/result/,set2,set2,,
1,X_110401_S16,D6,SPAC222.05c,Pombase,http://www.pombase.org/spombe/result/,mss1,mss1,,
1,X_110401_S16,D7,SPBC16C6.08c,Pombase,http://www.pombase.org/spombe/result/,qcr6,qcr6,,
1,X_110401_S16,D8,SPBC428.17c,Pombase,http://www.pombase.org/spombe/result/,wpl1,wpl1,,
1,X_110401_S16,D9,SPCC777.03c,Pombase,http://www.pombase.org/spombe/result/,SPCC777.03c,,,
1,X_110401_S16,E1,SPBC16A3.10,Pombase,http://www.pombase.org/spombe/result/,SPBC16A3.10,,,
1,X_110401_S16,E10,SPAC11E3.04c,Pombase,http://www.pombase.org/spombe/result/,ubc13,ubc13,,
1,X_110401_S16,E11,SPAC1486.02c,Pombase,http://www.pombase.org/spombe/result/,dsc2,dsc2,,
1,X_110401_S16,E12,SPAC17A2.13c,Pombase,http://www.pombase.org/spombe/result/,rad25,rad25,,
1,X_110401_S16,E2,SPAC18B11.10,Pombase,http://www.pombase.org/spombe/result/,tup11,tup11,,
1,X_110401_S16,E3,SPBC947.04,Pombase,http://www.pombase.org/spombe/result/,pfl3,pfl3,,
1,X_110401_S16,E4,SPAC21E11.05c,Pombase,http://www.pombase.org/spombe/result/,cyp8,cyp8,,
1,X_110401_S16,E5,SPAC3A11.02,Pombase,http://www.pombase.org/spombe/result/,cps3,cps3,,
1,X_110401_S16,E6,SPAC24B11.07c,Pombase,http://www.pombase.org/spombe/result/,SPAC24B11.07c,,,
1,X_110401_S16,E7,SPBC23G7.10c,Pombase,http://www.pombase.org/spombe/result/,SPBC23G7.10c,,,
1,X_110401_S16,E8,SPCC1259.09c,Pombase,http://www.pombase.org/spombe/result/,pdx1,pdx1,,
1,X_110401_S16,E9,SPCPB16A4.05c,Pombase,http://www.pombase.org/spombe/result/,SPCPB16A4.05c,,,
1,X_110401_S16,F1,SPBC1539.02,Pombase,http://www.pombase.org/spombe/result/,SPBC1539.02,,,
1,X_110401_S16,F10,SPAC11G7.01,Pombase,http://www.pombase.org/spombe/result/,SPAC11G7.01,,,
1,X_110401_S16,F11,SPAC14C4.15c,Pombase,http://www.pombase.org/spombe/result/,SPAC14C4.15c,,,
1,X_110401_S16,F12,SPAC17A5.04c,Pombase,http://www.pombase.org/spombe/result/,mde10,mde10,,
1,X_110401_S16,F2,SPBC409.07c,Pombase,http://www.pombase.org/spombe/result/,wis1,wis1,,
1,X_110401_S16,F3,SPBC646.08c,Pombase,http://www.pombase.org/spombe/result/,SPBC646.08c,,,
1,X_110401_S16,F4,SPAC6C3.04,Pombase,http://www.pombase.org/spombe/result/,cit1,cit1,,
1,X_110401_S16,F5,SPAC1039.09,Pombase,http://www.pombase.org/spombe/result/,isp5,isp5,,
1,X_110401_S16,F6,SPAC25H1.05,Pombase,http://www.pombase.org/spombe/result/,meu29,meu29,,
1,X_110401_S16,F7,SPBC27.02c,Pombase,http://www.pombase.org/spombe/result/,ask1,ask1,,
1,X_110401_S16,F8,SPCC132.01c,Pombase,http://www.pombase.org/spombe/result/,mtr1,mtr1,,
1,X_110401_S16,F9,SPCC4G3.08,Pombase,http://www.pombase.org/spombe/result/,psk1,psk1,,
1,X_110401_S16,G1,SPBC17D1.05,Pombase,http://www.pombase.org/spombe/result/,SPBC17D1.05,,,
1,X_110401_S16,G10,SPAC1296.03c,Pombase,http://www.pombase.org/spombe/result/,sxa2,sxa2,,
1,X_110401_S16,G11,SPAC15A10.03c,Pombase,http://www.pombase.org/spombe/result/,rad54,rad54,,
1,X_110401_S16,G12,SPAC17H9.19c,Pombase,http://www.pombase.org/spombe/result/,cdt2,cdt2,,
1,X_110401_S16,G2,SPAC343.16,Pombase,http://www.pombase.org/spombe/result/,lys2,lys2,,
1,X_110401_S16,G3,SPCC417.12,Pombase,http://www.pombase.org/spombe/result/,SPCC417.12,,,
1,X_110401_S16,G4,SPAC977.12,Pombase,http://www.pombase.org/spombe/result/,SPAC977.12,,,
1,X_110401_S16,G5,SPAC25A8.02,Pombase,http://www.pombase.org/spombe/result/,atg14,atg14,,
1,X_110401_S16,G6,SPAC26H5.08c,Pombase,http://www.pombase.org/spombe/result/,bgl2,bgl2,,
1,X_110401_S16,G7,SPBC337.07c,Pombase,http://www.pombase.org/spombe/result/,ecm14,ecm14,,
1,X_110401_S16,G8,SPCC16C4.14c,Pombase,http://www.pombase.org/spombe/result/,sfc4,sfc4,,
1,X_110401_S16,G9,SPCC285.05,Pombase,http://www.pombase.org/spombe/result/,SPCC285.05,,,
1,X_110401_S16,H1,SPBC18E5.01,Pombase,http://www.pombase.org/spombe/result/,SPBC18E5.01,,,
1,X_110401_S16,H10,SPAC12G12.09,Pombase,http://www.pombase.org/spombe/result/,SPAC12G12.09,,,
1,X_110401_S16,H11,SPAC15E1.05c,Pombase,http://www.pombase.org/spombe/result/,ect1,ect1,,
1,X_110401_S16,H12,,,,Empty,,empty,
1,X_110401_S16,H2,,,,Empty,,empty,
1,X_110401_S16,H3,,,,Empty,,empty,
1,X_110401_S16,H4,SPBC342.03,Pombase,http://www.pombase.org/spombe/result/,gas4,gas4,,
1,X_110401_S16,H5,SPAC343.15,Pombase,http://www.pombase.org/spombe/result/,tit1,tit1,,
1,X_110401_S16,H6,SPAC824.09c,Pombase,http://www.pombase.org/spombe/result/,SPAC824.09c,,,
1,X_110401_S16,H7,SPBC3B8.02,Pombase,http://www.pombase.org/spombe/result/,php5,php5,,
1,X_110401_S16,H8,SPCC24B10.15,Pombase,http://www.pombase.org/spombe/result/,SPCC24B10.15,,,
1,X_110401_S16,H9,SPAC644.07,Pombase,http://www.pombase.org/spombe/result/,SPAC644.07,,,
1,X_110406_S17,A1,SPAC186.01,Pombase,http://www.pombase.org/spombe/result/,pfl9,pfl9,,
1,X_110406_S17,A10,SPCC1672.03c,Pombase,http://www.pombase.org/spombe/result/,SPCC1672.03c,,,
1,X_110406_S17,A11,SPCC31H12.05c,Pombase,http://www.pombase.org/spombe/result/,sds21,sds21,,
1,X_110406_S17,A12,SPCC794.01c,Pombase,http://www.pombase.org/spombe/result/,zwf2,zwf2,,
1,X_110406_S17,A2,SPAC23C11.04c,Pombase,http://www.pombase.org/spombe/result/,pnk1,pnk1,,
1,X_110406_S17,A3,SPAC29A4.20,Pombase,http://www.pombase.org/spombe/result/,elp3,elp3,,
1,X_110406_S17,A4,SPAC3F10.05c,Pombase,http://www.pombase.org/spombe/result/,mug113,mug113,,
1,X_110406_S17,A5,SPAC6G10.12c,Pombase,http://www.pombase.org/spombe/result/,ace2,ace2,,
1,X_110406_S17,A6,SPBC11B10.05c,Pombase,http://www.pombase.org/spombe/result/,rsp1,rsp1,,
1,X_110406_S17,A7,SPBC1711.09c,Pombase,http://www.pombase.org/spombe/result/,SPBC1711.09c,,,
1,X_110406_S17,A8,SPBC36B7.02,Pombase,http://www.pombase.org/spombe/result/,SPBC36B7.02,,,
1,X_110406_S17,A9,SPBC651.05c,Pombase,http://www.pombase.org/spombe/result/,dot2,dot2,,
1,X_110406_S17,B1,SPAC1952.11c,Pombase,http://www.pombase.org/spombe/result/,ure2,ure2,,
1,X_110406_S17,B10,SPCC1672.06c,Pombase,http://www.pombase.org/spombe/result/,asp1,asp1,,
1,X_110406_S17,B11,SPCC31H12.08c,Pombase,http://www.pombase.org/spombe/result/,ccr4,ccr4,,
1,X_110406_S17,B12,SPCC965.05c,Pombase,http://www.pombase.org/spombe/result/,thp1,thp1,,
1,X_110406_S17,B2,SPAC23D3.12,Pombase,http://www.pombase.org/spombe/result/,SPAC23D3.12,,,
1,X_110406_S17,B3,SPAC2C4.15c,Pombase,http://www.pombase.org/spombe/result/,ubx2,ubx2,,
1,X_110406_S17,B4,SPAC3G6.03c,Pombase,http://www.pombase.org/spombe/result/,SPAC3G6.03c,,,
1,X_110406_S17,B5,,,,DarkMal3,,technical control,dark control
1,X_110406_S17,B6,SPBC1347.09,Pombase,http://www.pombase.org/spombe/result/,SPBC1347.09,,,
1,X_110406_S17,B7,SPBC1773.06c,Pombase,http://www.pombase.org/spombe/result/,adh8,adh8,,
1,X_110406_S17,B8,SPBC3B8.05,Pombase,http://www.pombase.org/spombe/result/,SPBC3B8.05,,,
1,X_110406_S17,B9,SPBC660.07,Pombase,http://www.pombase.org/spombe/result/,ntp1,ntp1,,
1,X_110406_S17,C1,SPAC19E9.01c,Pombase,http://www.pombase.org/spombe/result/,nup40,nup40,,
1,X_110406_S17,C10,SPCC16A11.01,Pombase,http://www.pombase.org/spombe/result/,SPCC16A11.01,,,
1,X_110406_S17,C11,SPCC4G3.15c,Pombase,http://www.pombase.org/spombe/result/,not2,not2,,
1,X_110406_S17,C12,SPAC16E8.06c,Pombase,http://www.pombase.org/spombe/result/,nop12,nop12,,
1,X_110406_S17,C2,SPAC23H4.08,Pombase,http://www.pombase.org/spombe/result/,iwr1,iwr1,,
1,X_110406_S17,C3,SPAC2E12.03c,Pombase,http://www.pombase.org/spombe/result/,SPAC2E12.03c,,,
1,X_110406_S17,C4,SPAC3G6.06c,Pombase,http://www.pombase.org/spombe/result/,rad2,rad2,,
1,X_110406_S17,C5,SPAC8C9.04,Pombase,http://www.pombase.org/spombe/result/,SPAC8C9.04,,,
1,X_110406_S17,C6,SPBC14C8.03,Pombase,http://www.pombase.org/spombe/result/,fma2,fma2,,
1,X_110406_S17,C7,SPBC18E5.07,Pombase,http://www.pombase.org/spombe/result/,SPBC18E5.07,,,
1,X_110406_S17,C8,SPBC3B9.09,Pombase,http://www.pombase.org/spombe/result/,vps36,vps36,,
1,X_110406_S17,C9,SPBC691.04,Pombase,http://www.pombase.org/spombe/result/,SPBC691.04,,,
1,X_110406_S17,D1,SPAC1A6.09c,Pombase,http://www.pombase.org/spombe/result/,lag1,lag1,,
1,X_110406_S17,D10,SPCC18B5.05c,Pombase,http://www.pombase.org/spombe/result/,SPCC18B5.05c,,,
1,X_110406_S17,D11,SPCC613.06,Pombase,http://www.pombase.org/spombe/result/,rpl902,rpl902,,
1,X_110406_S17,D12,SPAC9E9.10c,Pombase,http://www.pombase.org/spombe/result/,cbh1,cbh1,,
1,X_110406_S17,D2,SPAC24C9.15c,Pombase,http://www.pombase.org/spombe/result/,spn5,spn5,,
1,X_110406_S17,D3,SPAC2F3.05c,Pombase,http://www.pombase.org/spombe/result/,SPAC2F3.05c,,,
1,X_110406_S17,D4,SPAC3H1.11,Pombase,http://www.pombase.org/spombe/result/,hsr1,hsr1,,
1,X_110406_S17,D5,SPAC8E11.10,Pombase,http://www.pombase.org/spombe/result/,SPAC8E11.10,,,
1,X_110406_S17,D6,SPBC14C8.05c,Pombase,http://www.pombase.org/spombe/result/,meu17,meu17,,
1,X_110406_S17,D7,SPBC29B5.04c,Pombase,http://www.pombase.org/spombe/result/,SPBC29B5.04c,,,
1,X_110406_S17,D8,SPBC405.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC405.03c,,,
1,X_110406_S17,D9,SPBC9B6.11c,Pombase,http://www.pombase.org/spombe/result/,SPBC9B6.11c,,,
1,X_110406_S17,E1,SPAC1D4.01,Pombase,http://www.pombase.org/spombe/result/,SPAC1D4.01,,,
1,X_110406_S17,E10,SPCC23B6.01c,Pombase,http://www.pombase.org/spombe/result/,SPCC23B6.01c,,,
1,X_110406_S17,E11,SPCC63.14,Pombase,http://www.pombase.org/spombe/result/,SPCC63.14,,,
1,X_110406_S17,E12,SPACUNK4.12c,Pombase,http://www.pombase.org/spombe/result/,iph1,iph1,,
1,X_110406_S17,E2,SPAC24H6.10c,Pombase,http://www.pombase.org/spombe/result/,SPAC24H6.10c,,,
1,X_110406_S17,E3,SPAC2G11.07c,Pombase,http://www.pombase.org/spombe/result/,ptc3,ptc3,,
1,X_110406_S17,E4,SPAC3H8.02,Pombase,http://www.pombase.org/spombe/result/,SPAC3H8.02,,,
1,X_110406_S17,E5,SPAC977.11,Pombase,http://www.pombase.org/spombe/result/,SPAC977.11,,,
1,X_110406_S17,E6,SPBC14F5.03c,Pombase,http://www.pombase.org/spombe/result/,kap123,kap123,,
1,X_110406_S17,E7,SPBC2D10.17,Pombase,http://www.pombase.org/spombe/result/,clr1,clr1,,
1,X_110406_S17,E8,SPBC409.11,Pombase,http://www.pombase.org/spombe/result/,meu18,meu18,,
1,X_110406_S17,E9,SPBP22H7.04,Pombase,http://www.pombase.org/spombe/result/,SPBP22H7.04,,,
1,X_110406_S17,F1,SPAC1F5.10,Pombase,http://www.pombase.org/spombe/result/,SPAC1F5.10,,,
1,X_110406_S17,F10,SPCC24B10.20,Pombase,http://www.pombase.org/spombe/result/,SPCC24B10.20,,,
1,X_110406_S17,F11,SPCC663.08c,Pombase,http://www.pombase.org/spombe/result/,SPCC663.08c,,,
1,X_110406_S17,F12,SPAC11D3.10,Pombase,http://www.pombase.org/spombe/result/,SPAC11D3.10,,,
1,X_110406_S17,F2,SPAC25B8.17,Pombase,http://www.pombase.org/spombe/result/,SPAC25B8.17,,,
1,X_110406_S17,F3,SPAC30D11.09,Pombase,http://www.pombase.org/spombe/result/,cwf19,cwf19,,
1,X_110406_S17,F4,SPAC458.04c,Pombase,http://www.pombase.org/spombe/result/,dli1,dli1,,
1,X_110406_S17,F5,SPAC9E9.05,Pombase,http://www.pombase.org/spombe/result/,SPAC9E9.05,,,
1,X_110406_S17,F6,SPBC16A3.03c,Pombase,http://www.pombase.org/spombe/result/,ppr7,ppr7,,
1,X_110406_S17,F7,SPBC30D10.13c,Pombase,http://www.pombase.org/spombe/result/,pdb1,pdb1,,
1,X_110406_S17,F8,SPBC428.03c,Pombase,http://www.pombase.org/spombe/result/,pho4,pho4,,
1,X_110406_S17,F9,SPBP26C9.02c,Pombase,http://www.pombase.org/spombe/result/,car1,car1,,
1,X_110406_S17,G1,SPAC227.07c,Pombase,http://www.pombase.org/spombe/result/,pab1,pab1,,
1,X_110406_S17,G10,SPCC306.08c,Pombase,http://www.pombase.org/spombe/result/,SPCC306.08c,,,
1,X_110406_S17,G11,SPCC737.07c,Pombase,http://www.pombase.org/spombe/result/,SPCC737.07c,,,
1,X_110406_S17,G12,SPAC212.04c,Pombase,http://www.pombase.org/spombe/result/,SPAC212.04c,,,
1,X_110406_S17,G2,SPAC25H1.04,Pombase,http://www.pombase.org/spombe/result/,mug105,mug105,,
1,X_110406_S17,G3,SPAC31G5.12c,Pombase,http://www.pombase.org/spombe/result/,maf1,maf1,,
1,X_110406_S17,G4,SPAC688.06c,Pombase,http://www.pombase.org/spombe/result/,slx4,slx4,,
1,X_110406_S17,G5,SPAPB24D3.07c,Pombase,http://www.pombase.org/spombe/result/,SPAPB24D3.07c,,,
1,X_110406_S17,G6,SPBC16E9.12c,Pombase,http://www.pombase.org/spombe/result/,pab2,pab2,,
1,X_110406_S17,G7,SPBC32F12.05c,Pombase,http://www.pombase.org/spombe/result/,cwf12,cwf12,,
1,X_110406_S17,G8,SPBC428.11,Pombase,http://www.pombase.org/spombe/result/,met17,met17,,
1,X_110406_S17,G9,SPCC1223.04c,Pombase,http://www.pombase.org/spombe/result/,set11,set11,,
1,X_110406_S17,H1,SPAC22H12.01c,Pombase,http://www.pombase.org/spombe/result/,mug35,mug35,,
1,X_110406_S17,H10,SPCC306.11,Pombase,http://www.pombase.org/spombe/result/,SPCC306.11,,,
1,X_110406_S17,H11,SPCC757.07c,Pombase,http://www.pombase.org/spombe/result/,ctt1,ctt1,,
1,X_110406_S17,H12,,,,Empty,,empty,
1,X_110406_S17,H2,SPAC18G6.15,Pombase,http://www.pombase.org/spombe/result/,mal3,mal3,negative control,negative control (mal3)
1,X_110406_S17,H3,,,,MS1404,,positive control,positive control (wild-type)
1,X_110406_S17,H4,SPAC688.11,Pombase,http://www.pombase.org/spombe/result/,end4,end4,,
1,X_110406_S17,H5,SPBC11B10.02c,Pombase,http://www.pombase.org/spombe/result/,his3,his3,,
1,X_110406_S17,H6,SPBC16E9.17c,Pombase,http://www.pombase.org/spombe/result/,rem1,rem1,,
1,X_110406_S17,H7,SPBC365.08c,Pombase,http://www.pombase.org/spombe/result/,SPBC365.08c,,,
1,X_110406_S17,H8,SPBC530.14c,Pombase,http://www.pombase.org/spombe/result/,dsk1,dsk1,,
1,X_110406_S17,H9,SPCC1450.16c,Pombase,http://www.pombase.org/spombe/result/,ptl1,ptl1,,
1,X_110406_S18,A1,SPAC1F8.06,Pombase,http://www.pombase.org/spombe/result/,fta5,fta5,,
1,X_110406_S18,A10,SPBC646.02,Pombase,http://www.pombase.org/spombe/result/,cwf11,cwf11,,
1,X_110406_S18,A11,SPCC61.03,Pombase,http://www.pombase.org/spombe/result/,SPCC61.03,,,
1,X_110406_S18,A12,SPAC13F5.03c,Pombase,http://www.pombase.org/spombe/result/,gld1,gld1,,
1,X_110406_S18,A2,SPAC57A7.08,Pombase,http://www.pombase.org/spombe/result/,pzh1,pzh1,,
1,X_110406_S18,A3,SPAC3H1.07,Pombase,http://www.pombase.org/spombe/result/,aru1,aru1,,
1,X_110406_S18,A4,SPBC36B7.05c,Pombase,http://www.pombase.org/spombe/result/,SPBC36B7.05c,,,
1,X_110406_S18,A5,SPCC1393.09c,Pombase,http://www.pombase.org/spombe/result/,SPCC1393.09c,,,
1,X_110406_S18,A6,SPAC323.05c,Pombase,http://www.pombase.org/spombe/result/,SPAC323.05c,,,
1,X_110406_S18,A7,SPBC4F6.16c,Pombase,http://www.pombase.org/spombe/result/,ero11,ero11,,
1,X_110406_S18,A8,SPAC227.01c,Pombase,http://www.pombase.org/spombe/result/,erd1,erd1,,
1,X_110406_S18,A9,SPAP8A3.03,Pombase,http://www.pombase.org/spombe/result/,SPAP8A3.03,,,
1,X_110406_S18,B1,SPAC637.10c,Pombase,http://www.pombase.org/spombe/result/,rpn10,rpn10,,
1,X_110406_S18,B10,SPBC6B1.05c,Pombase,http://www.pombase.org/spombe/result/,atg7,atg7,,
1,X_110406_S18,B11,SPCC162.11c,Pombase,http://www.pombase.org/spombe/result/,SPCC162.11c,,,
1,X_110406_S18,B12,SPAC14C4.12c,Pombase,http://www.pombase.org/spombe/result/,laf1,laf1,,
1,X_110406_S18,B2,SPBC16A3.01,Pombase,http://www.pombase.org/spombe/result/,spn3,spn3,,
1,X_110406_S18,B3,SPAC750.06c,Pombase,http://www.pombase.org/spombe/result/,SPAC750.06c,,,
1,X_110406_S18,B4,SPBC405.04c,Pombase,http://www.pombase.org/spombe/result/,ypt7,ypt7,,
1,X_110406_S18,B5,SPCC18B5.10c,Pombase,http://www.pombase.org/spombe/result/,SPCC18B5.10c,,,
1,X_110406_S18,B6,,,,DarkMal3,,technical control,dark control
1,X_110406_S18,B7,SPAC17A2.02c,Pombase,http://www.pombase.org/spombe/result/,SPAC17A2.02c,,,
1,X_110406_S18,B8,SPAC23H3.12c,Pombase,http://www.pombase.org/spombe/result/,SPAC23H3.12c,,,
1,X_110406_S18,B9,SPBC1539.03c,Pombase,http://www.pombase.org/spombe/result/,SPBC1539.03c,,,
1,X_110406_S18,C1,SPAC922.06,Pombase,http://www.pombase.org/spombe/result/,SPAC922.06,,,
1,X_110406_S18,C10,SPBC947.06c,Pombase,http://www.pombase.org/spombe/result/,SPBC947.06c,,,
1,X_110406_S18,C11,SPAC20G4.07c,Pombase,http://www.pombase.org/spombe/result/,sts1,sts1,,
1,X_110406_S18,C12,SPAC15A10.05c,Pombase,http://www.pombase.org/spombe/result/,mug182,mug182,,
1,X_110406_S18,C2,SPCC1682.12c,Pombase,http://www.pombase.org/spombe/result/,ubp16,ubp16,,
1,X_110406_S18,C3,SPBC1289.09,Pombase,http://www.pombase.org/spombe/result/,tim21,tim21,,
1,X_110406_S18,C4,SPBC418.01c,Pombase,http://www.pombase.org/spombe/result/,his4,his4,,
1,X_110406_S18,C5,SPAC23H3.11c,Pombase,http://www.pombase.org/spombe/result/,SPAC23H3.11c,,,
1,X_110406_S18,C6,SPAC3C7.05c,Pombase,http://www.pombase.org/spombe/result/,mug191,mug191,,
1,X_110406_S18,C7,SPAC664.07c,Pombase,http://www.pombase.org/spombe/result/,rad9,rad9,,
1,X_110406_S18,C8,SPAC27E2.07,Pombase,http://www.pombase.org/spombe/result/,pvg2,pvg2,,
1,X_110406_S18,C9,SPBC16C6.01c,Pombase,http://www.pombase.org/spombe/result/,SPBC16C6.01c,,,
1,X_110406_S18,D1,SPBC21D10.12,Pombase,http://www.pombase.org/spombe/result/,hob1,hob1,,
1,X_110406_S18,D10,SPCC1393.02c,Pombase,http://www.pombase.org/spombe/result/,spt2,spt2,,
1,X_110406_S18,D11,SPAC7D4.04,Pombase,http://www.pombase.org/spombe/result/,atg11,atg11,,
1,X_110406_S18,D12,SPAC15A10.09c,Pombase,http://www.pombase.org/spombe/result/,pun1,pun1,,
1,X_110406_S18,D2,SPAC227.18,Pombase,http://www.pombase.org/spombe/result/,lys3,lys3,,
1,X_110406_S18,D3,SPBC1289.14,Pombase,http://www.pombase.org/spombe/result/,SPBC1289.14,,,
1,X_110406_S18,D4,SPBC4C3.08,Pombase,http://www.pombase.org/spombe/result/,mug136,mug136,,
1,X_110406_S18,D5,SPAC11E3.08c,Pombase,http://www.pombase.org/spombe/result/,nse6,nse6,,
1,X_110406_S18,D6,SPBC1D7.03,Pombase,http://www.pombase.org/spombe/result/,mug80,mug80,,
1,X_110406_S18,D7,SPBC6B1.06c,Pombase,http://www.pombase.org/spombe/result/,ubp14,ubp14,,
1,X_110406_S18,D8,SPAC2E1P3.02c,Pombase,http://www.pombase.org/spombe/result/,amt3,amt3,,
